"datetime","response","response_time","stim","total_responses","workerId","count_test_stimpres","response_test_response","response_time_test_response","st_corr","type","tq"
"Wed May 06 2020 14","left","1931","p1sarrshacol2.png","149","1724","70","left","1931",0,"sarrshacol","fam"
"Wed May 06 2020 14","None","3011","p4sarrsha2.png","150","1724","71","None","3011",0,"sarrsha","fam"
"Wed May 06 2020 14","right","1409","p2sarrcol3.png","151","1724","72","right","1409",0,"sarrcol","new"
"Wed May 06 2020 14","left","1827","p4sarrcol2.png","152","1724","73","left","1827",0,"sarrcol","fam"
"Wed May 06 2020 14","right","1622","p5sarrsha4.png","153","1724","74","right","1622",0,"sarrsha","new"
"Wed May 06 2020 14","left","1385","p4sarrcol3.png","154","1724","75","left","1385",0,"sarrcol","new"
"Wed May 06 2020 14","None","3017","p2sarr2.png","155","1724","76","None","3017",0,"sarr","fam"
"Wed May 06 2020 14","left","2219","p5sarr2.png","156","1724","77","left","2219",0,"sarr","fam"
"Wed May 06 2020 14","None","3011","p7sarr3.png","157","1724","78","None","3011",0,"diffarr","new"
"Wed May 06 2020 14","None","3014","p5sarrcol4.png","158","1724","79","None","3014",0,"sarrcol","new"
"Wed May 06 2020 14","right","2230","p10sarr3.png","159","1724","80","right","2230",0,"diffarr","new"
"Wed May 06 2020 14","left","2880","p9sarr1.png","160","1724","81","left","2880",0,"diffarr","fam"
"Wed May 06 2020 14","None","3008","p1sarrcol3.png","161","1724","82","None","3008",0,"sarrcol","new"
"Wed May 06 2020 14","None","3013","p4sarrsha4.png","162","1724","83","None","3013",0,"sarrsha","new"
"Wed May 06 2020 14","right","2280","p4sarrshacol2.png","163","1724","84","right","2280",0,"sarrshacol","fam"
"Wed May 06 2020 14","None","3009","p3sarr4.png","164","1724","85","None","3009",0,"sarr","new"
"Wed May 06 2020 14","None","3015","p2sarr1.png","165","1724","86","None","3015",0,"sarr","fam"
"Wed May 06 2020 14","right","2788","p3sarrshacol1.png","166","1724","87","right","2788",0,"sarrshacol","fam"
"Wed May 06 2020 14","right","1801","p8sarr1.png","167","1724","88","right","1801",0,"diffarr","fam"
"Wed May 06 2020 14","right","1615","p3sarrsha2.png","168","1724","89","right","1615",0,"sarrsha","fam"
"Wed May 06 2020 14","right","2463","p1sarrcol1.png","169","1724","90","right","2463",0,"sarrcol","fam"
"Wed May 06 2020 14","None","3009","p1sarrshacol4.png","170","1724","91","None","3009",0,"sarrshacol","new"
"Wed May 06 2020 14","down","1997","p4sarrcol4.png","171","1724","92","down","1997",0,"sarrcol","new"
"Wed May 06 2020 14","None","3013","p5sarrsha1.png","172","1724","93","None","3013",0,"sarrsha","fam"
"Wed May 06 2020 14","None","3008","p1sarr3.png","173","1724","94","None","3008",0,"sarr","new"
"Wed May 06 2020 14","left","1899","p1sarr1.png","174","1724","95","left","1899",0,"sarr","fam"
"Wed May 06 2020 14","right","1928","p2sarr4.png","175","1724","96","right","1928",0,"sarr","new"
"Wed May 06 2020 14","right","1676","p1sarrshacol1.png","176","1724","97","right","1676",0,"sarrshacol","fam"
"Wed May 06 2020 14","None","3013","p3sarrshacol4.png","177","1724","98","None","3013",0,"sarrshacol","new"
"Wed May 06 2020 14","right","2479","p5sarrshacol1.png","178","1724","99","right","2479",0,"sarrshacol","fam"
"Wed May 06 2020 13","right","1429","p6sarr1.png","1","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","left","1446","prototype3.png","2","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1455","p3sarr1.png","3","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","1057","p9sarr2.png","4","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","850","p4sarr2.png","5","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","782","p4sarrshacol2.png","6","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","1609","p5sarrsha2.png","7","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","right","833","p2sarr1.png","8","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","left","1816","prototype4.png","9","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1875","p5sarrsha1.png","10","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","right","1071","p5sarrcol1.png","11","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","815","p8sarr2.png","12","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","994","p5sarrshacol2.png","13","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","994","p8sarr1.png","14","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","887","p3sarrcol1.png","15","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","left","1962","prototype1.png","16","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1774","p2sarr2.png","17","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","1581","p3sarrsha2.png","18","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","left","1515","prototype4.png","19","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1704","p3sarrsha1.png","20","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","left","1419","prototype2.png","21","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","935","p4sarrcol2.png","22","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","2713","p5sarrshacol1.png","23","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","2412","prototype2.png","24","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1207","p4sarrsha2.png","25","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","right","926","p9sarr1.png","26","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","left","862","prototype1.png","27","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1074","p4sarrcol1.png","28","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","left","1412","prototype4.png","29","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","None","3010","prototype5.png","30","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1694","p5sarrcol2.png","31","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","869","p2sarrsha2.png","32","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","left","1325","p5sarr1.png","33","1722",NA,NA,NA,0,"sarr","x"
"Wed May 06 2020 13","right","1405","p3sarrshacol1.png","34","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","left","1231","prototype1.png","35","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1393","p4sarrshacol1.png","36","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","1193","prototype3.png","37","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1269","prototype3.png","38","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","942","p7sarr1.png","39","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","left","1200","p1sarrsha1.png","40","1722",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 13","left","1327","prototype5.png","41","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1340","p3sarrshacol2.png","42","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","900","p3sarrcol2.png","43","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","1409","p3sarr2.png","44","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","left","1225","p2sarrsha1.png","45","1722",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 13","right","729","p4sarrsha1.png","46","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","right","1031","p1sarrcol1.png","47","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","1580","p1sarrsha2.png","48","1722",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 13","right","937","p7sarr2.png","49","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","1140","p4sarr1.png","50","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","1007","p10sarr1.png","51","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","895","prototype3.png","52","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1552","p1sarr1.png","53","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","1694","p1sarrcol2.png","54","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","right","984","p2sarrcol2.png","55","1722",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 13","None","3006","prototype4.png","56","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","810","p2sarrshacol1.png","57","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","left","1245","prototype5.png","58","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","2205","prototype2.png","59","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","left","984","prototype5.png","60","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","1264","p1sarrshacol2.png","61","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","left","920","p2sarrcol1.png","62","1722",NA,NA,NA,0,"sarrcol","x"
"Wed May 06 2020 13","right","1443","p5sarr2.png","63","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","794","p10sarr2.png","64","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","left","1198","prototype1.png","65","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","right","2611","prototype4.png","66","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1340","p2sarrshacol2.png","67","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","right","995","p1sarr2.png","68","1722",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 13","right","839","p6sarr2.png","69","1722",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 13","right","2743","prototype2.png","70","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","1181","p1sarrshacol1.png","71","1722",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 13","left","1182","prototype1.png","72","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","left","2170","prototype5.png","73","1722",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 13","None","3010","prototype3.png","74","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","right","779","prototype2.png","75","1722",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 13","None","3024","p5sarrsha3.png","76","1722","0","None","3024",0,"sarrsha","new"
"Wed May 06 2020 13","None","3007","p2sarrshacol1.png","77","1722","1","None","3007",0,"sarrshacol","fam"
"Wed May 06 2020 13","right","2523","p4sarr4.png","78","1722","2","right","2523",0,"sarr","new"
"Wed May 06 2020 13","down","2276","p5sarrsha2.png","79","1722","3","down","2276",0,"sarrsha","fam"
"Wed May 06 2020 13","right","2170","p7sarr2.png","80","1722","4","right","2170",0,"diffarr","fam"
"Wed May 06 2020 13","right","2518","p1sarrsha4.png","81","1722","5","right","2518",0,"sarrsha","new"
"Wed May 06 2020 13","right","1962","p3sarrcol2.png","82","1722","6","right","1962",0,"sarrcol","fam"
"Wed May 06 2020 13","right","2601","p3sarrcol3.png","83","1722","7","right","2601",0,"sarrcol","new"
"Wed May 06 2020 13","right","1377","p1sarrsha1.png","84","1722","8","right","1377",0,"sarrsha","fam"
"Wed May 06 2020 13","down","2485","p4sarr1.png","85","1722","9","down","2485",0,"sarr","fam"
"Wed May 06 2020 13","right","2167","p9sarr2.png","86","1722","10","right","2167",0,"diffarr","fam"
"Wed May 06 2020 13","None","3004","p1sarr2.png","87","1722","11","None","3004",0,"sarr","fam"
"Wed May 06 2020 13","right","1566","p3sarrcol4.png","88","1722","12","right","1566",0,"sarrcol","new"
"Wed May 06 2020 13","None","3006","p2sarrshacol2.png","89","1722","13","None","3006",0,"sarrshacol","fam"
"Wed May 06 2020 13","right","1214","p6sarr1.png","90","1722","14","right","1214",0,"diffarr","fam"
"Wed May 06 2020 13","right","1972","p4sarrshacol3.png","91","1722","15","right","1972",0,"sarrshacol","new"
"Wed May 06 2020 13","down","1533","p4sarrshacol4.png","92","1722","16","down","1533",0,"sarrshacol","new"
"Wed May 06 2020 13","right","1321","p2sarrcol1.png","93","1722","17","right","1321",0,"sarrcol","fam"
"Wed May 06 2020 13","left","1969","p1sarr4.png","94","1722","18","left","1969",0,"sarr","new"
"Wed May 06 2020 13","right","1901","p10sarr1.png","95","1722","19","right","1901",0,"diffarr","fam"
"Wed May 06 2020 13","right","1023","p8sarr3.png","96","1722","20","right","1023",0,"diffarr","new"
"Wed May 06 2020 13","right","1915","p9sarr4.png","97","1722","21","right","1915",0,"diffarr","new"
"Wed May 06 2020 13","None","3007","p5sarrcol2.png","99","1722","22","None","3007",0,"sarrcol","fam"
"Wed May 06 2020 13","down","1365","p7sarr4.png","100","1722","23","down","1365",0,"diffarr","new"
"Wed May 06 2020 13","left","2950","p3sarrsha3.png","101","1722","24","left","2950",0,"sarrsha","new"
"Wed May 06 2020 13","right","1029","p8sarr4.png","102","1722","25","right","1029",0,"diffarr","new"
"Wed May 06 2020 13","right","2852","p2sarrshacol4.png","103","1722","26","right","2852",0,"sarrshacol","new"
"Wed May 06 2020 13","right","1492","p4sarrshacol1.png","104","1722","27","right","1492",0,"sarrshacol","fam"
"Wed May 06 2020 13","right","1162","p1sarrshacol3.png","105","1722","28","right","1162",0,"sarrshacol","new"
"Wed May 06 2020 13","left","1286","p2sarrsha1.png","106","1722","29","left","1286",0,"sarrsha","fam"
"Wed May 06 2020 13","down","1115","p3sarr2.png","107","1722","30","down","1115",0,"sarr","fam"
"Wed May 06 2020 13","down","1412","p3sarrshacol3.png","108","1722","31","down","1412",0,"sarrshacol","new"
"Wed May 06 2020 13","right","906","p2sarrcol4.png","109","1722","32","right","906",0,"sarrcol","new"
"Wed May 06 2020 13","down","1213","p5sarrcol1.png","110","1722","33","down","1213",0,"sarrcol","fam"
"Wed May 06 2020 13","right","1290","p8sarr2.png","111","1722","34","right","1290",0,"diffarr","fam"
"Wed May 06 2020 13","down","1448","p5sarr3.png","112","1722","35","down","1448",0,"sarr","new"
"Wed May 06 2020 13","right","1844","p7sarr1.png","113","1722","36","right","1844",0,"diffarr","fam"
"Wed May 06 2020 13","right","1212","p1sarrcol4.png","114","1722","37","right","1212",0,"sarrcol","new"
"Wed May 06 2020 13","down","1350","p3sarrsha4.png","115","1722","38","down","1350",0,"sarrsha","new"
"Wed May 06 2020 13","right","2354","p3sarr1.png","116","1722","39","right","2354",0,"sarr","fam"
"Wed May 06 2020 13","right","1922","p2sarrsha3.png","117","1722","40","right","1922",0,"sarrsha","new"
"Wed May 06 2020 13","right","966","p9sarr3.png","118","1722","41","right","966",0,"diffarr","new"
"Wed May 06 2020 13","right","1873","p10sarr4.png","119","1722","42","right","1873",0,"diffarr","new"
"Wed May 06 2020 13","right","2201","p4sarrcol1.png","120","1722","43","right","2201",0,"sarrcol","fam"
"Wed May 06 2020 13","right","1306","p5sarrshacol4.png","121","1722","44","right","1306",0,"sarrshacol","new"
"Wed May 06 2020 13","right","1018","p3sarr3.png","122","1722","45","right","1018",0,"sarr","new"
"Wed May 06 2020 13","down","1634","p2sarr3.png","123","1722","46","down","1634",0,"sarr","new"
"Wed May 06 2020 13","down","2698","p4sarr2.png","124","1722","47","down","2698",0,"sarr","fam"
"Wed May 06 2020 13","right","820","p2sarrshacol3.png","125","1722","48","right","820",0,"sarrshacol","new"
"Wed May 06 2020 13","None","3004","p2sarrcol2.png","126","1722","49","None","3004",0,"sarrcol","fam"
"Wed May 06 2020 13","down","981","p4sarrsha3.png","127","1722","50","down","981",0,"sarrsha","new"
"Wed May 06 2020 13","down","971","p4sarrsha1.png","128","1722","51","down","971",0,"sarrsha","fam"
"Wed May 06 2020 13","right","2110","p5sarrshacol3.png","129","1722","52","right","2110",0,"sarrshacol","new"
"Wed May 06 2020 13","right","2336","p5sarrshacol2.png","130","1722","53","right","2336",0,"sarrshacol","fam"
"Wed May 06 2020 13","left","1867","p1sarrsha3.png","131","1722","54","left","1867",0,"sarrsha","new"
"Wed May 06 2020 13","down","1159","p3sarrshacol2.png","132","1722","55","down","1159",0,"sarrshacol","fam"
"Wed May 06 2020 13","down","2046","p10sarr2.png","133","1722","56","down","2046",0,"diffarr","fam"
"Wed May 06 2020 13","left","1672","p5sarrcol3.png","134","1722","57","left","1672",0,"sarrcol","new"
"Wed May 06 2020 13","right","1130","p5sarr4.png","135","1722","58","right","1130",0,"sarr","new"
"Wed May 06 2020 13","right","1571","p3sarrsha1.png","136","1722","59","right","1571",0,"sarrsha","fam"
"Wed May 06 2020 13","right","1108","p5sarr1.png","137","1722","60","right","1108",0,"sarr","fam"
"Wed May 06 2020 13","right","1194","p1sarrcol2.png","138","1722","61","right","1194",0,"sarrcol","fam"
"Wed May 06 2020 13","right","1164","p6sarr4.png","139","1722","62","right","1164",0,"diffarr","new"
"Wed May 06 2020 13","right","1150","p6sarr3.png","140","1722","63","right","1150",0,"diffarr","new"
"Wed May 06 2020 13","down","824","p4sarr3.png","141","1722","64","down","824",0,"sarr","new"
"Wed May 06 2020 13","left","1672","p1sarrsha2.png","142","1722","65","left","1672",0,"sarrsha","fam"
"Wed May 06 2020 13","down","1815","p2sarrsha4.png","143","1722","66","down","1815",0,"sarrsha","new"
"Wed May 06 2020 13","left","1309","p3sarrcol1.png","144","1722","67","left","1309",0,"sarrcol","fam"
"Wed May 06 2020 13","down","1138","p2sarrsha2.png","145","1722","68","down","1138",0,"sarrsha","fam"
"Wed May 06 2020 13","right","1641","p6sarr2.png","146","1722","69","right","1641",0,"diffarr","fam"
"Wed May 06 2020 13","left","844","p1sarrshacol2.png","147","1722","70","left","844",0,"sarrshacol","fam"
"Wed May 06 2020 13","right","1136","p4sarrsha2.png","148","1722","71","right","1136",0,"sarrsha","fam"
"Wed May 06 2020 13","right","1308","p2sarrcol3.png","149","1722","72","right","1308",0,"sarrcol","new"
"Wed May 06 2020 13","right","1134","p4sarrcol2.png","150","1722","73","right","1134",0,"sarrcol","fam"
"Wed May 06 2020 13","down","1163","p5sarrsha4.png","151","1722","74","down","1163",0,"sarrsha","new"
"Wed May 06 2020 13","right","1149","p4sarrcol3.png","152","1722","75","right","1149",0,"sarrcol","new"
"Wed May 06 2020 13","right","894","p2sarr2.png","153","1722","76","right","894",0,"sarr","fam"
"Wed May 06 2020 13","right","2579","p5sarr2.png","154","1722","77","right","2579",0,"sarr","fam"
"Wed May 06 2020 13","right","1569","p7sarr3.png","155","1722","78","right","1569",0,"diffarr","new"
"Wed May 06 2020 13","left","2081","p5sarrcol4.png","156","1722","79","left","2081",0,"sarrcol","new"
"Wed May 06 2020 13","right","1765","p10sarr3.png","157","1722","80","right","1765",0,"diffarr","new"
"Wed May 06 2020 13","right","1489","p9sarr1.png","158","1722","81","right","1489",0,"diffarr","fam"
"Wed May 06 2020 13","down","1957","p1sarrcol3.png","159","1722","82","down","1957",0,"sarrcol","new"
"Wed May 06 2020 13","down","996","p4sarrsha4.png","160","1722","83","down","996",0,"sarrsha","new"
"Wed May 06 2020 13","right","979","p4sarrshacol2.png","161","1722","84","right","979",0,"sarrshacol","fam"
"Wed May 06 2020 13","None","3024","p3sarr4.png","162","1722","85","None","3024",0,"sarr","new"
"Wed May 06 2020 13","None","3003","p2sarr1.png","163","1722","86","None","3003",0,"sarr","fam"
"Wed May 06 2020 13","right","1302","p3sarrshacol1.png","164","1722","87","right","1302",0,"sarrshacol","fam"
"Wed May 06 2020 13","None","3004","p8sarr1.png","165","1722","88","None","3004",0,"diffarr","fam"
"Wed May 06 2020 13","down","1484","p3sarrsha2.png","166","1722","89","down","1484",0,"sarrsha","fam"
"Wed May 06 2020 13","right","1072","p1sarrcol1.png","167","1722","90","right","1072",0,"sarrcol","fam"
"Wed May 06 2020 13","left","1598","p1sarrshacol4.png","168","1722","91","left","1598",0,"sarrshacol","new"
"Wed May 06 2020 13","right","1242","p4sarrcol4.png","169","1722","92","right","1242",0,"sarrcol","new"
"Wed May 06 2020 13","down","939","p5sarrsha1.png","170","1722","93","down","939",0,"sarrsha","fam"
"Wed May 06 2020 13","right","1183","p1sarr3.png","171","1722","94","right","1183",0,"sarr","new"
"Wed May 06 2020 13","right","888","p1sarr1.png","172","1722","95","right","888",0,"sarr","fam"
"Wed May 06 2020 13","down","480","p2sarr4.png","173","1722","96","down","480",0,"sarr","new"
"Wed May 06 2020 13","right","1515","p1sarrshacol1.png","174","1722","97","right","1515",0,"sarrshacol","fam"
"Wed May 06 2020 13","None","3025","p3sarrshacol4.png","175","1722","98","None","3025",0,"sarrshacol","new"
"Wed May 06 2020 13","right","1810","p5sarrshacol1.png","176","1722","99","right","1810",0,"sarrshacol","fam"
"Wed May 06 2020 11","right","1764","p6sarr1.png","1","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","left","1347","prototype3.png","2","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1149","p3sarr1.png","3","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","right","1374","p9sarr2.png","4","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","right","1997","p4sarr2.png","5","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","right","825","p4sarrshacol2.png","6","1707",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 11","left","2842","p5sarrsha2.png","7","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","right","1078","p2sarr1.png","8","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","left","2538","prototype4.png","9","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","None","3014","p5sarrsha1.png","10","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","right","1224","p5sarrcol1.png","11","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","right","1136","p8sarr2.png","12","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","right","1513","p5sarrshacol2.png","13","1707",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 11","right","811","p8sarr1.png","14","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","right","1057","p3sarrcol1.png","15","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","left","859","prototype1.png","16","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","left","1873","p2sarr2.png","17","1707",NA,NA,NA,0,"sarr","x"
"Wed May 06 2020 11","left","936","p3sarrsha2.png","18","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","left","1173","prototype4.png","19","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","left","1763","p3sarrsha1.png","20","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","left","1281","prototype2.png","21","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1380","p4sarrcol2.png","22","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","left","1238","p5sarrshacol1.png","23","1707",NA,NA,NA,0,"sarrshacol","x"
"Wed May 06 2020 11","right","1610","prototype2.png","24","1707",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 11","right","2061","p4sarrsha2.png","25","1707",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 11","left","1307","p9sarr1.png","26","1707",NA,NA,NA,0,"diffarr","x"
"Wed May 06 2020 11","left","1818","prototype1.png","27","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","None","3015","p4sarrcol1.png","28","1707",NA,NA,NA,0,"sarrcol","x"
"Wed May 06 2020 11","right","1634","prototype4.png","29","1707",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 11","left","1198","prototype5.png","30","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","left","1204","p5sarrcol2.png","31","1707",NA,NA,NA,0,"sarrcol","x"
"Wed May 06 2020 11","right","1986","p2sarrsha2.png","32","1707",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 11","left","2275","p5sarr1.png","33","1707",NA,NA,NA,0,"sarr","x"
"Wed May 06 2020 11","left","1016","p3sarrshacol1.png","34","1707",NA,NA,NA,0,"sarrshacol","x"
"Wed May 06 2020 11","left","1693","prototype1.png","35","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1428","p4sarrshacol1.png","36","1707",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 11","left","1786","prototype3.png","37","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","left","2253","prototype3.png","38","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1279","p7sarr1.png","39","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","right","2651","p1sarrsha1.png","40","1707",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 11","left","2448","prototype5.png","41","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1822","p3sarrshacol2.png","42","1707",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 11","right","2926","p3sarrcol2.png","43","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","right","1571","p3sarr2.png","44","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","left","2461","p2sarrsha1.png","45","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","left","1260","p4sarrsha1.png","46","1707",NA,NA,NA,0,"sarrsha","x"
"Wed May 06 2020 11","right","1479","p1sarrcol1.png","47","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","right","2418","p1sarrsha2.png","48","1707",NA,NA,NA,1,"sarrsha","x"
"Wed May 06 2020 11","left","995","p7sarr2.png","49","1707",NA,NA,NA,0,"diffarr","x"
"Wed May 06 2020 11","right","1501","p4sarr1.png","50","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","right","1326","p10sarr1.png","51","1707",NA,NA,NA,1,"diffarr","x"
"Wed May 06 2020 11","right","1366","prototype3.png","52","1707",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 11","right","2005","p1sarr1.png","53","1707",NA,NA,NA,1,"sarr","x"
"Wed May 06 2020 11","right","1589","p1sarrcol2.png","54","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","right","1250","p2sarrcol2.png","55","1707",NA,NA,NA,1,"sarrcol","x"
"Wed May 06 2020 11","left","1406","prototype4.png","56","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1559","p2sarrshacol1.png","57","1707",NA,NA,NA,1,"sarrshacol","x"
"Wed May 06 2020 11","left","867","prototype5.png","58","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","1161","prototype2.png","59","1707",NA,NA,NA,0,"prototype","x"
"Wed May 06 2020 11","left","1389","prototype5.png","60","1707",NA,NA,NA,1,"prototype","x"
"Wed May 06 2020 11","right","2418","p1sarrshacol2.png","61","1707",NA,NA,NA,1,"sarrshacol","x"
