"datetime","response","response_time","stim","total_responses","workerId","count_test_stimpres","response_test_response","response_time_test_response","st_corr","type","tq"
"Thu May 07 2020 16","None","3005","p1sarrcol4.png","114","1742","37","None","3005",0,"sarrcol","new"
"Thu May 07 2020 16","left","1334","p3sarrsha4.png","115","1742","38","left","1334",0,"sarrsha","new"
"Thu May 07 2020 16","right","1022","p3sarr1.png","116","1742","39","right","1022",0,"sarr","fam"
"Thu May 07 2020 16","left","1531","p2sarrsha3.png","117","1742","40","left","1531",0,"sarrsha","new"
"Thu May 07 2020 16","right","1518","p9sarr3.png","118","1742","41","right","1518",0,"diffarr","new"
"Thu May 07 2020 16","right","1401","p10sarr4.png","119","1742","42","right","1401",0,"diffarr","new"
"Thu May 07 2020 16","right","1460","p4sarrcol1.png","120","1742","43","right","1460",0,"sarrcol","fam"
"Thu May 07 2020 16","right","1284","p5sarrshacol4.png","121","1742","44","right","1284",0,"sarrshacol","new"
"Thu May 07 2020 16","right","756","p3sarr3.png","122","1742","45","right","756",0,"sarr","new"
"Thu May 07 2020 16","right","803","p2sarr3.png","123","1742","46","right","803",0,"sarr","new"
"Thu May 07 2020 16","right","2982","p4sarr2.png","124","1742","47","right","2982",0,"sarr","fam"
"Thu May 07 2020 16","left","1525","p2sarrshacol3.png","125","1742","48","left","1525",0,"sarrshacol","new"
"Thu May 07 2020 16","left","2325","p2sarrcol2.png","126","1742","49","left","2325",0,"sarrcol","fam"
"Thu May 07 2020 16","left","1314","p4sarrsha3.png","127","1742","50","left","1314",0,"sarrsha","new"
"Thu May 07 2020 16","left","2439","p4sarrsha1.png","128","1742","51","left","2439",0,"sarrsha","fam"
"Thu May 07 2020 16","right","2557","p5sarrshacol3.png","129","1742","52","right","2557",0,"sarrshacol","new"
"Thu May 07 2020 16","right","1529","p5sarrshacol2.png","130","1742","53","right","1529",0,"sarrshacol","fam"
"Thu May 07 2020 16","left","1053","p1sarrsha3.png","131","1742","54","left","1053",0,"sarrsha","new"
"Thu May 07 2020 16","left","1310","p3sarrshacol2.png","132","1742","55","left","1310",0,"sarrshacol","fam"
"Thu May 07 2020 16","right","982","p10sarr2.png","133","1742","56","right","982",0,"diffarr","fam"
"Thu May 07 2020 16","left","2137","p5sarrcol3.png","134","1742","57","left","2137",0,"sarrcol","new"
"Thu May 07 2020 16","right","1736","p5sarr4.png","135","1742","58","right","1736",0,"sarr","new"
"Thu May 07 2020 16","right","1596","p3sarrsha1.png","136","1742","59","right","1596",0,"sarrsha","fam"
"Thu May 07 2020 16","right","900","p5sarr1.png","137","1742","60","right","900",0,"sarr","fam"
"Thu May 07 2020 16","right","2007","p1sarrcol2.png","138","1742","61","right","2007",0,"sarrcol","fam"
"Thu May 07 2020 16","right","1871","p6sarr4.png","139","1742","62","right","1871",0,"diffarr","new"
"Thu May 07 2020 16","right","1060","p6sarr3.png","140","1742","63","right","1060",0,"diffarr","new"
"Thu May 07 2020 16","left","1969","p4sarr3.png","141","1742","64","left","1969",0,"sarr","new"
"Thu May 07 2020 16","right","1919","p1sarrsha2.png","142","1742","65","right","1919",0,"sarrsha","fam"
"Thu May 07 2020 16","right","2121","p2sarrsha4.png","143","1742","66","right","2121",0,"sarrsha","new"
"Thu May 07 2020 16","right","2142","p3sarrcol1.png","144","1742","67","right","2142",0,"sarrcol","fam"
"Thu May 07 2020 16","left","2224","p2sarrsha2.png","145","1742","68","left","2224",0,"sarrsha","fam"
"Thu May 07 2020 16","right","1028","p6sarr2.png","146","1742","69","right","1028",0,"diffarr","fam"
"Thu May 07 2020 16","left","1793","p1sarrshacol2.png","147","1742","70","left","1793",0,"sarrshacol","fam"
"Thu May 07 2020 16","left","1701","p4sarrsha2.png","148","1742","71","left","1701",0,"sarrsha","fam"
"Thu May 07 2020 16","left","1966","p2sarrcol3.png","149","1742","72","left","1966",0,"sarrcol","new"
"Thu May 07 2020 16","right","2537","p4sarrcol2.png","150","1742","73","right","2537",0,"sarrcol","fam"
"Thu May 07 2020 16","left","1717","p5sarrsha4.png","151","1742","74","left","1717",0,"sarrsha","new"
"Thu May 07 2020 16","right","2064","p4sarrcol3.png","152","1742","75","right","2064",0,"sarrcol","new"
"Thu May 07 2020 16","left","1957","p2sarr2.png","153","1742","76","left","1957",0,"sarr","fam"
"Thu May 07 2020 16","right","962","p5sarr2.png","154","1742","77","right","962",0,"sarr","fam"
"Thu May 07 2020 16","right","981","p7sarr3.png","155","1742","78","right","981",0,"diffarr","new"
"Thu May 07 2020 16","right","1827","p5sarrcol4.png","156","1742","79","right","1827",0,"sarrcol","new"
"Thu May 07 2020 16","right","1576","p10sarr3.png","157","1742","80","right","1576",0,"diffarr","new"
"Thu May 07 2020 16","right","830","p9sarr1.png","158","1742","81","right","830",0,"diffarr","fam"
"Thu May 07 2020 16","left","2535","p1sarrcol3.png","159","1742","82","left","2535",0,"sarrcol","new"
"Thu May 07 2020 16","left","1783","p4sarrsha4.png","160","1742","83","left","1783",0,"sarrsha","new"
"Thu May 07 2020 16","right","1268","p4sarrshacol2.png","161","1742","84","right","1268",0,"sarrshacol","fam"
"Thu May 07 2020 16","right","998","p3sarr4.png","162","1742","85","right","998",0,"sarr","new"
"Thu May 07 2020 16","right","1920","p2sarr1.png","163","1742","86","right","1920",0,"sarr","fam"
"Thu May 07 2020 16","left","954","p3sarrshacol1.png","164","1742","87","left","954",0,"sarrshacol","fam"
"Thu May 07 2020 16","right","1473","p8sarr1.png","165","1742","88","right","1473",0,"diffarr","fam"
"Thu May 07 2020 16","right","752","p3sarrsha2.png","166","1742","89","right","752",0,"sarrsha","fam"
"Thu May 07 2020 16","right","2533","p1sarrcol1.png","167","1742","90","right","2533",0,"sarrcol","fam"
"Thu May 07 2020 16","left","1201","p1sarrshacol4.png","168","1742","91","left","1201",0,"sarrshacol","new"
"Thu May 07 2020 16","left","1832","p4sarrcol4.png","169","1742","92","left","1832",0,"sarrcol","new"
"Thu May 07 2020 16","down","2556","p5sarrsha1.png","170","1742","93","down","2556",0,"sarrsha","fam"
"Thu May 07 2020 16","right","1282","p1sarr3.png","171","1742","94","right","1282",0,"sarr","new"
"Thu May 07 2020 16","right","1953","p1sarr1.png","172","1742","95","right","1953",0,"sarr","fam"
"Thu May 07 2020 16","left","1751","p2sarr4.png","173","1742","96","left","1751",0,"sarr","new"
"Thu May 07 2020 16","right","2269","p1sarrshacol1.png","174","1742","97","right","2269",0,"sarrshacol","fam"
"Thu May 07 2020 16","left","891","p3sarrshacol4.png","175","1742","98","left","891",0,"sarrshacol","new"
"Thu May 07 2020 16","left","2589","p5sarrshacol1.png","176","1742","99","left","2589",0,"sarrshacol","fam"
"Thu May 07 2020 14","None","3015","p6sarr1.png","1","1740",NA,NA,NA,0,"diffarr","x"
"Thu May 07 2020 14","left","2232","prototype3.png","2","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","1193","p3sarr1.png","3","1740",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 14","right","1307","p9sarr2.png","4","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","left","660","p4sarr2.png","5","1740",NA,NA,NA,0,"sarr","x"
"Thu May 07 2020 14","right","741","p4sarrshacol2.png","6","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","left","613","p5sarrsha2.png","7","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","left","816","p2sarr1.png","8","1740",NA,NA,NA,0,"sarr","x"
"Thu May 07 2020 14","left","1120","prototype4.png","9","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","None","3010","p5sarrsha1.png","10","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","left","699","p5sarrcol1.png","11","1740",NA,NA,NA,0,"sarrcol","x"
"Thu May 07 2020 14","right","654","p8sarr2.png","12","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","right","1881","p5sarrshacol2.png","13","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","right","2234","p8sarr1.png","14","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","left","1718","p3sarrcol1.png","15","1740",NA,NA,NA,0,"sarrcol","x"
"Thu May 07 2020 14","left","756","prototype1.png","16","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","left","2028","p2sarr2.png","17","1740",NA,NA,NA,0,"sarr","x"
"Thu May 07 2020 14","right","730","p3sarrsha2.png","18","1740",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 14","left","957","prototype4.png","19","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","823","p3sarrsha1.png","20","1740",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 14","left","1701","prototype2.png","21","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","1116","p4sarrcol2.png","22","1740",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 14","right","1406","p5sarrshacol1.png","23","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","None","3014","prototype2.png","24","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","left","915","p4sarrsha2.png","25","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","right","1223","p9sarr1.png","26","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","left","650","prototype1.png","27","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","680","p4sarrcol1.png","28","1740",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 14","left","972","prototype4.png","29","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","left","988","prototype5.png","30","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","left","785","p5sarrcol2.png","31","1740",NA,NA,NA,0,"sarrcol","x"
"Thu May 07 2020 14","right","698","p2sarrsha2.png","32","1740",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 14","left","854","p5sarr1.png","33","1740",NA,NA,NA,0,"sarr","x"
"Thu May 07 2020 14","right","607","p3sarrshacol1.png","34","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","left","782","prototype1.png","35","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","1643","p4sarrshacol1.png","36","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","right","1591","prototype3.png","37","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","right","563","prototype3.png","38","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","right","818","p7sarr1.png","39","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","left","751","p1sarrsha1.png","40","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","left","728","prototype5.png","41","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","753","p3sarrshacol2.png","42","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","left","1419","p3sarrcol2.png","43","1740",NA,NA,NA,0,"sarrcol","x"
"Thu May 07 2020 14","right","1127","p3sarr2.png","44","1740",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 14","left","699","p2sarrsha1.png","45","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","left","823","p4sarrsha1.png","46","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","right","677","p1sarrcol1.png","47","1740",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 14","left","657","p1sarrsha2.png","48","1740",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 14","right","1121","p7sarr2.png","49","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","right","861","p4sarr1.png","50","1740",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 14","right","755","p10sarr1.png","51","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","right","681","prototype3.png","52","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","left","776","p1sarr1.png","53","1740",NA,NA,NA,0,"sarr","x"
"Thu May 07 2020 14","right","609","p1sarrcol2.png","54","1740",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 14","left","1260","p2sarrcol2.png","55","1740",NA,NA,NA,0,"sarrcol","x"
"Thu May 07 2020 14","left","706","prototype4.png","56","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","856","p2sarrshacol1.png","57","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","left","926","prototype5.png","58","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","left","1043","prototype2.png","59","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","left","1027","prototype5.png","60","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","763","p1sarrshacol2.png","61","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","right","626","p2sarrcol1.png","62","1740",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 14","right","996","p5sarr2.png","63","1740",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 14","left","681","p10sarr2.png","64","1740",NA,NA,NA,0,"diffarr","x"
"Thu May 07 2020 14","right","768","prototype1.png","65","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","left","590","prototype4.png","66","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","789","p2sarrshacol2.png","67","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","right","558","p1sarr2.png","68","1740",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 14","right","603","p6sarr2.png","69","1740",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 14","right","669","prototype2.png","70","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","right","577","p1sarrshacol1.png","71","1740",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 14","right","624","prototype1.png","72","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","left","608","prototype5.png","73","1740",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 14","right","589","prototype3.png","74","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","right","718","prototype2.png","75","1740",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 14","left","1721","p5sarrsha3.png","76","1740","0","left","1721",0,"sarrsha","new"
"Thu May 07 2020 14","left","1137","p2sarrshacol1.png","77","1740","1","left","1137",0,"sarrshacol","fam"
"Thu May 07 2020 14","left","958","p4sarr4.png","78","1740","2","left","958",0,"sarr","new"
"Thu May 07 2020 14","left","566","p5sarrsha2.png","79","1740","3","left","566",0,"sarrsha","fam"
"Thu May 07 2020 14","left","935","p7sarr2.png","80","1740","4","left","935",0,"diffarr","fam"
"Thu May 07 2020 14","right","716","p1sarrsha4.png","81","1740","5","right","716",0,"sarrsha","new"
"Thu May 07 2020 14","left","878","p3sarrcol2.png","82","1740","6","left","878",0,"sarrcol","fam"
"Thu May 07 2020 14","right","1450","p3sarrcol3.png","83","1740","7","right","1450",0,"sarrcol","new"
"Thu May 07 2020 14","left","1015","p1sarrsha1.png","84","1740","8","left","1015",0,"sarrsha","fam"
"Thu May 07 2020 14","down","1073","p4sarr1.png","85","1740","9","down","1073",0,"sarr","fam"
"Thu May 07 2020 14","right","1069","p9sarr2.png","86","1740","10","right","1069",0,"diffarr","fam"
"Thu May 07 2020 14","right","595","p1sarr2.png","87","1740","11","right","595",0,"sarr","fam"
"Thu May 07 2020 14","left","940","p3sarrcol4.png","88","1740","12","left","940",0,"sarrcol","new"
"Thu May 07 2020 14","right","773","p2sarrshacol2.png","89","1740","13","right","773",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","1040","p6sarr1.png","90","1740","14","right","1040",0,"diffarr","fam"
"Thu May 07 2020 14","right","1264","p4sarrshacol3.png","91","1740","15","right","1264",0,"sarrshacol","new"
"Thu May 07 2020 14","right","1083","p4sarrshacol4.png","92","1740","16","right","1083",0,"sarrshacol","new"
"Thu May 07 2020 14","right","847","p2sarrcol1.png","93","1740","17","right","847",0,"sarrcol","fam"
"Thu May 07 2020 14","right","2166","p1sarr4.png","94","1740","18","right","2166",0,"sarr","new"
"Thu May 07 2020 14","right","782","p10sarr1.png","95","1740","19","right","782",0,"diffarr","fam"
"Thu May 07 2020 14","right","890","p8sarr3.png","96","1740","20","right","890",0,"diffarr","new"
"Thu May 07 2020 14","right","883","p9sarr4.png","97","1740","21","right","883",0,"diffarr","new"
"Thu May 07 2020 14","left","719","p5sarrcol2.png","98","1740","22","left","719",0,"sarrcol","fam"
"Thu May 07 2020 14","right","874","p7sarr4.png","99","1740","23","right","874",0,"diffarr","new"
"Thu May 07 2020 14","left","810","p3sarrsha3.png","100","1740","24","left","810",0,"sarrsha","new"
"Thu May 07 2020 14","left","981","p8sarr4.png","101","1740","25","left","981",0,"diffarr","new"
"Thu May 07 2020 14","left","1337","p2sarrshacol4.png","102","1740","26","left","1337",0,"sarrshacol","new"
"Thu May 07 2020 14","left","1247","p4sarrshacol1.png","103","1740","27","left","1247",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","1241","p1sarrshacol3.png","104","1740","28","right","1241",0,"sarrshacol","new"
"Thu May 07 2020 14","left","769","p2sarrsha1.png","105","1740","29","left","769",0,"sarrsha","fam"
"Thu May 07 2020 14","right","1201","p3sarr2.png","106","1740","30","right","1201",0,"sarr","fam"
"Thu May 07 2020 14","right","771","p3sarrshacol3.png","107","1740","31","right","771",0,"sarrshacol","new"
"Thu May 07 2020 14","left","732","p2sarrcol4.png","108","1740","32","left","732",0,"sarrcol","new"
"Thu May 07 2020 14","left","954","p5sarrcol1.png","109","1740","33","left","954",0,"sarrcol","fam"
"Thu May 07 2020 14","right","1052","p8sarr2.png","110","1740","34","right","1052",0,"diffarr","fam"
"Thu May 07 2020 14","right","599","p5sarr3.png","111","1740","35","right","599",0,"sarr","new"
"Thu May 07 2020 14","right","692","p7sarr1.png","112","1740","36","right","692",0,"diffarr","fam"
"Thu May 07 2020 14","right","2702","p1sarrcol4.png","113","1740","37","right","2702",0,"sarrcol","new"
"Thu May 07 2020 14","right","813","p3sarrsha4.png","114","1740","38","right","813",0,"sarrsha","new"
"Thu May 07 2020 14","right","721","p3sarr1.png","115","1740","39","right","721",0,"sarr","fam"
"Thu May 07 2020 14","right","1134","p2sarrsha3.png","116","1740","40","right","1134",0,"sarrsha","new"
"Thu May 07 2020 14","right","551","p9sarr3.png","117","1740","41","right","551",0,"diffarr","new"
"Thu May 07 2020 14","right","515","p10sarr4.png","118","1740","42","right","515",0,"diffarr","new"
"Thu May 07 2020 14","right","1152","p4sarrcol1.png","119","1740","43","right","1152",0,"sarrcol","fam"
"Thu May 07 2020 14","right","1072","p5sarrshacol4.png","120","1740","44","right","1072",0,"sarrshacol","new"
"Thu May 07 2020 14","left","570","p3sarr3.png","121","1740","45","left","570",0,"sarr","new"
"Thu May 07 2020 14","right","846","p2sarr3.png","122","1740","46","right","846",0,"sarr","new"
"Thu May 07 2020 14","left","1192","p4sarr2.png","123","1740","47","left","1192",0,"sarr","fam"
"Thu May 07 2020 14","right","620","p2sarrshacol3.png","124","1740","48","right","620",0,"sarrshacol","new"
"Thu May 07 2020 14","right","933","p2sarrcol2.png","125","1740","49","right","933",0,"sarrcol","fam"
"Thu May 07 2020 14","left","947","p4sarrsha3.png","126","1740","50","left","947",0,"sarrsha","new"
"Thu May 07 2020 14","right","636","p4sarrsha1.png","127","1740","51","right","636",0,"sarrsha","fam"
"Thu May 07 2020 14","left","1002","p5sarrshacol3.png","128","1740","52","left","1002",0,"sarrshacol","new"
"Thu May 07 2020 14","left","644","p5sarrshacol2.png","129","1740","53","left","644",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","677","p1sarrsha3.png","130","1740","54","right","677",0,"sarrsha","new"
"Thu May 07 2020 14","left","456","p3sarrshacol2.png","131","1740","55","left","456",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","601","p10sarr2.png","132","1740","56","right","601",0,"diffarr","fam"
"Thu May 07 2020 14","left","599","p5sarrcol3.png","133","1740","57","left","599",0,"sarrcol","new"
"Thu May 07 2020 14","left","788","p5sarr4.png","134","1740","58","left","788",0,"sarr","new"
"Thu May 07 2020 14","right","897","p3sarrsha1.png","135","1740","59","right","897",0,"sarrsha","fam"
"Thu May 07 2020 14","left","600","p5sarr1.png","136","1740","60","left","600",0,"sarr","fam"
"Thu May 07 2020 14","right","588","p1sarrcol2.png","137","1740","61","right","588",0,"sarrcol","fam"
"Thu May 07 2020 14","left","774","p6sarr4.png","138","1740","62","left","774",0,"diffarr","new"
"Thu May 07 2020 14","right","551","p6sarr3.png","139","1740","63","right","551",0,"diffarr","new"
"Thu May 07 2020 14","right","691","p4sarr3.png","140","1740","64","right","691",0,"sarr","new"
"Thu May 07 2020 14","left","948","p1sarrsha2.png","141","1740","65","left","948",0,"sarrsha","fam"
"Thu May 07 2020 14","right","725","p2sarrsha4.png","142","1740","66","right","725",0,"sarrsha","new"
"Thu May 07 2020 14","right","825","p3sarrcol1.png","143","1740","67","right","825",0,"sarrcol","fam"
"Thu May 07 2020 14","right","756","p2sarrsha2.png","144","1740","68","right","756",0,"sarrsha","fam"
"Thu May 07 2020 14","right","858","p6sarr2.png","145","1740","69","right","858",0,"diffarr","fam"
"Thu May 07 2020 14","left","935","p1sarrshacol2.png","146","1740","70","left","935",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","859","p4sarrsha2.png","147","1740","71","right","859",0,"sarrsha","fam"
"Thu May 07 2020 14","right","654","p2sarrcol3.png","148","1740","72","right","654",0,"sarrcol","new"
"Thu May 07 2020 14","right","777","p4sarrcol2.png","149","1740","73","right","777",0,"sarrcol","fam"
"Thu May 07 2020 14","right","596","p5sarrsha4.png","150","1740","74","right","596",0,"sarrsha","new"
"Thu May 07 2020 14","right","635","p4sarrcol3.png","151","1740","75","right","635",0,"sarrcol","new"
"Thu May 07 2020 14","right","873","p2sarr2.png","152","1740","76","right","873",0,"sarr","fam"
"Thu May 07 2020 14","left","1048","p5sarr2.png","153","1740","77","left","1048",0,"sarr","fam"
"Thu May 07 2020 14","right","628","p7sarr3.png","154","1740","78","right","628",0,"diffarr","new"
"Thu May 07 2020 14","right","600","p5sarrcol4.png","155","1740","79","right","600",0,"sarrcol","new"
"Thu May 07 2020 14","right","746","p10sarr3.png","156","1740","80","right","746",0,"diffarr","new"
"Thu May 07 2020 14","left","980","p9sarr1.png","157","1740","81","left","980",0,"diffarr","fam"
"Thu May 07 2020 14","right","680","p1sarrcol3.png","158","1740","82","right","680",0,"sarrcol","new"
"Thu May 07 2020 14","right","644","p4sarrsha4.png","159","1740","83","right","644",0,"sarrsha","new"
"Thu May 07 2020 14","right","778","p4sarrshacol2.png","160","1740","84","right","778",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","663","p3sarr4.png","161","1740","85","right","663",0,"sarr","new"
"Thu May 07 2020 14","right","1054","p2sarr1.png","162","1740","86","right","1054",0,"sarr","fam"
"Thu May 07 2020 14","right","686","p3sarrshacol1.png","163","1740","87","right","686",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","353","p8sarr1.png","164","1740","88","right","353",0,"diffarr","fam"
"Thu May 07 2020 14","right","431","p3sarrsha2.png","165","1740","89","right","431",0,"sarrsha","fam"
"Thu May 07 2020 14","right","1522","p1sarrcol1.png","166","1740","90","right","1522",0,"sarrcol","fam"
"Thu May 07 2020 14","right","725","p1sarrshacol4.png","167","1740","91","right","725",0,"sarrshacol","new"
"Thu May 07 2020 14","right","749","p4sarrcol4.png","168","1740","92","right","749",0,"sarrcol","new"
"Thu May 07 2020 14","right","1050","p5sarrsha1.png","169","1740","93","right","1050",0,"sarrsha","fam"
"Thu May 07 2020 14","right","882","p1sarr3.png","170","1740","94","right","882",0,"sarr","new"
"Thu May 07 2020 14","right","354","p1sarr1.png","171","1740","95","right","354",0,"sarr","fam"
"Thu May 07 2020 14","left","601","p2sarr4.png","172","1740","96","left","601",0,"sarr","new"
"Thu May 07 2020 14","right","396","p1sarrshacol1.png","173","1740","97","right","396",0,"sarrshacol","fam"
"Thu May 07 2020 14","right","631","p3sarrshacol4.png","174","1740","98","right","631",0,"sarrshacol","new"
"Thu May 07 2020 14","right","387","p5sarrshacol1.png","175","1740","99","right","387",0,"sarrshacol","fam"
"Thu May 07 2020 09","left","1637","p6sarr1.png","1","1739",NA,NA,NA,0,"diffarr","x"
"Thu May 07 2020 09","right","2157","prototype3.png","2","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","2140","p3sarr1.png","3","1739",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 09","right","1504","p9sarr2.png","4","1739",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 09","right","1681","p4sarr2.png","5","1739",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 09","right","1349","p4sarrshacol2.png","6","1739",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 09","None","3006","p5sarrsha2.png","7","1739",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 09","right","2196","p2sarr1.png","8","1739",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 09","left","1277","prototype4.png","9","1739",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 09","left","1093","p5sarrsha1.png","10","1739",NA,NA,NA,0,"sarrsha","x"
"Thu May 07 2020 09","right","1624","p5sarrcol1.png","11","1739",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 09","left","1374","p8sarr2.png","12","1739",NA,NA,NA,0,"diffarr","x"
"Thu May 07 2020 09","right","2324","p5sarrshacol2.png","13","1739",NA,NA,NA,1,"sarrshacol","x"
"Thu May 07 2020 09","right","1830","p8sarr1.png","14","1739",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 09","right","1610","p3sarrcol1.png","15","1739",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 09","right","1366","prototype1.png","16","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","1869","p2sarr2.png","17","1739",NA,NA,NA,1,"sarr","x"
"Thu May 07 2020 09","right","1486","p3sarrsha2.png","18","1739",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 09","left","1248","prototype4.png","19","1739",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 09","right","1581","p3sarrsha1.png","20","1739",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 09","right","1618","prototype2.png","21","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","2567","p4sarrcol2.png","22","1739",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 09","left","2286","p5sarrshacol1.png","23","1739",NA,NA,NA,0,"sarrshacol","x"
"Thu May 07 2020 09","right","1174","prototype2.png","24","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","1909","p4sarrsha2.png","25","1739",NA,NA,NA,1,"sarrsha","x"
"Thu May 07 2020 09","right","2240","p9sarr1.png","26","1739",NA,NA,NA,1,"diffarr","x"
"Thu May 07 2020 09","right","1483","prototype1.png","27","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","1814","p4sarrcol1.png","28","1739",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 09","left","1391","prototype4.png","29","1739",NA,NA,NA,1,"prototype","x"
"Thu May 07 2020 09","right","1773","prototype5.png","30","1739",NA,NA,NA,0,"prototype","x"
"Thu May 07 2020 09","right","1333","p5sarrcol2.png","31","1739",NA,NA,NA,1,"sarrcol","x"
"Thu May 07 2020 09","right","1233","p2sarrsha2.png","32","1739",NA,NA,NA,1,"sarrsha","x"
