"","datetime","response","response_time","stim","total_responses","workerId","count_test_stimpres","response_test_response","response_time_test_response","st_corr","type","tq","DTF","DTAF","DTAN","DTN_byPhase","stimpresseq","DTPPm","DTPPsd"
"4573","Wed May 06 2020 13","right",2713,"p5sarrshacol1.png",23,"1722",NA,NA,NA,1,"sarrshacol","x",3,10.2,10.8947368421053,11.3333333333333,23,10.6458333333333,4.78690404693994
"4574","Wed May 06 2020 13","right",2412,"prototype2.png",24,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,24,10.4897959183673,4.98799579398543
"4575","Wed May 06 2020 13","right",1207,"p4sarrsha2.png",25,"1722",NA,NA,NA,1,"sarrsha","x",4,11.6,11.8421052631579,12.2222222222222,25,11.64,4.81816291521478
"4576","Wed May 06 2020 13","right",926,"p9sarr1.png",26,"1722",NA,NA,NA,1,"diffarr","x",18,20.6,15.1578947368421,15.5555555555556,26,19.9411764705882,4.28677857933382
"4577","Wed May 06 2020 13","left",862,"prototype1.png",27,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,27,13.6346153846154,5.81758270045398
"4578","Wed May 06 2020 13","right",1074,"p4sarrcol1.png",28,"1722",NA,NA,NA,1,"sarrcol","x",4,12.6,12.6315789473684,13.5555555555556,28,12.5471698113208,5.19454609602095
"4579","Wed May 06 2020 13","left",1412,"prototype4.png",29,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,29,10.9259259259259,6.08075172814309
"4580","Wed May 06 2020 13","None",3010,"prototype5.png",30,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,30,10.3090909090909,5.45307499820303
"4581","Wed May 06 2020 13","right",1694,"p5sarrcol2.png",31,"1722",NA,NA,NA,1,"sarrcol","x",4,11.2,11.5263157894737,11.8888888888889,31,11.4107142857143,4.36838553790668
"4582","Wed May 06 2020 13","right",869,"p2sarrsha2.png",32,"1722",NA,NA,NA,1,"sarrsha","x",5,9.4,10,10.4444444444444,32,10.5263157894737,3.84570847623822
"4583","Wed May 06 2020 13","left",1325,"p5sarr1.png",33,"1722",NA,NA,NA,0,"sarr","x",6,12.2,12.4210526315789,12.6666666666667,33,11.9827586206897,4.36690656623859
"4584","Wed May 06 2020 13","right",1405,"p3sarrshacol1.png",34,"1722",NA,NA,NA,1,"sarrshacol","x",2,11,11.4736842105263,11.7777777777778,34,12.0508474576271,5.60917883477319
"4585","Wed May 06 2020 13","left",1231,"prototype1.png",35,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,35,13.7,5.80560804272582
"4586","Wed May 06 2020 13","right",1393,"p4sarrshacol1.png",36,"1722",NA,NA,NA,1,"sarrshacol","x",3,11.4,12.0526315789474,12.6666666666667,36,11.5573770491803,4.89736184138608
"4587","Wed May 06 2020 13","right",1193,"prototype3.png",37,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,37,11.6612903225806,6.08934449186122
"4588","Wed May 06 2020 13","right",1269,"prototype3.png",38,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,38,11.4761904761905,6.21615258784658
"4589","Wed May 06 2020 13","right",942,"p7sarr1.png",39,"1722",NA,NA,NA,1,"diffarr","x",17,17.8,15.8421052631579,16.8888888888889,39,17.5,3.07059789431495
"4590","Wed May 06 2020 13","left",1200,"p1sarrsha1.png",40,"1722",NA,NA,NA,0,"sarrsha","x",4,13,13.2105263157895,13.8888888888889,40,14.0769230769231,4.88079044670178
"4591","Wed May 06 2020 13","left",1327,"prototype5.png",41,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,41,10.3636363636364,5.54599332473832
"4592","Wed May 06 2020 13","right",1340,"p3sarrshacol2.png",42,"1722",NA,NA,NA,1,"sarrshacol","x",3,11.4,11.4736842105263,11.8888888888889,42,12.044776119403,5.72192178942264
"4593","Wed May 06 2020 13","right",900,"p3sarrcol2.png",43,"1722",NA,NA,NA,1,"sarrcol","x",3,12,12.2631578947368,12.7777777777778,43,12.6323529411765,5.52579949443316
"4594","Wed May 06 2020 13","right",1409,"p3sarr2.png",44,"1722",NA,NA,NA,1,"sarr","x",5,12.2,13.8421052631579,14.2222222222222,44,12.5942028985507,5.29516661010917
"4595","Wed May 06 2020 13","left",1225,"p2sarrsha1.png",45,"1722",NA,NA,NA,0,"sarrsha","x",4,9.8,9.63157894736842,10,45,10.9428571428571,3.91535703403071
"4596","Wed May 06 2020 13","right",729,"p4sarrsha1.png",46,"1722",NA,NA,NA,1,"sarrsha","x",5,11.8,12.2105263157895,12.6666666666667,46,12.056338028169,4.34211049390126
"4597","Wed May 06 2020 13","right",1031,"p1sarrcol1.png",47,"1722",NA,NA,NA,1,"sarrcol","x",4,13,13.5789473684211,14.1111111111111,47,14.0277777777778,4.53770501720431
"4598","Wed May 06 2020 13","right",1580,"p1sarrsha2.png",48,"1722",NA,NA,NA,1,"sarrsha","x",4,13,13.5789473684211,14.2222222222222,48,13.9452054794521,4.82438945751142
"4599","Wed May 06 2020 13","right",937,"p7sarr2.png",49,"1722",NA,NA,NA,1,"diffarr","x",15,16.4,15.7894736842105,16.3333333333333,49,16.3918918918919,3.2385417298682
"4600","Wed May 06 2020 13","right",1140,"p4sarr1.png",50,"1722",NA,NA,NA,1,"sarr","x",6,12,12.7368421052632,13.2222222222222,50,12.56,4.30034568063696
"4601","Wed May 06 2020 13","right",1007,"p10sarr1.png",51,"1722",NA,NA,NA,1,"diffarr","x",18,17.6,14.8421052631579,14.7777777777778,51,17.3421052631579,2.95545882091178
"4602","Wed May 06 2020 13","right",895,"prototype3.png",52,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,52,11.4935064935065,6.2103974290645
"4603","Wed May 06 2020 13","right",1552,"p1sarr1.png",53,"1722",NA,NA,NA,1,"sarr","x",8,13.8,13.7894736842105,14.3333333333333,53,14.4871794871795,4.06679167634568
"4604","Wed May 06 2020 13","right",1694,"p1sarrcol2.png",54,"1722",NA,NA,NA,1,"sarrcol","x",3,12.8,13.8421052631579,14.4444444444444,54,13.746835443038,4.9625994905234
"4605","Wed May 06 2020 13","right",984,"p2sarrcol2.png",55,"1722",NA,NA,NA,1,"sarrcol","x",2,9.8,10.7894736842105,11,55,11.2,4.13199924026118
"4606","Wed May 06 2020 13","None",3006,"prototype4.png",56,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,56,11.6049382716049,5.70674822544696
"4607","Wed May 06 2020 13","right",810,"p2sarrshacol1.png",57,"1722",NA,NA,NA,1,"sarrshacol","x",2,9.4,9.8421052631579,10.4444444444444,57,10.8658536585366,4.18628623867826
"4608","Wed May 06 2020 13","left",1245,"prototype5.png",58,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,58,10.8192771084337,5.45747323449243
"4609","Wed May 06 2020 13","right",2205,"prototype2.png",59,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,59,10.6309523809524,4.55959140503156
"4610","Wed May 06 2020 13","left",984,"prototype5.png",60,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,60,10.6941176470588,5.51841835823188
"4611","Wed May 06 2020 13","right",1264,"p1sarrshacol2.png",61,"1722",NA,NA,NA,1,"sarrshacol","x",3,12.8,13.3684210526316,13.7777777777778,61,13.6627906976744,5.02841447380614
"4612","Wed May 06 2020 13","left",920,"p2sarrcol1.png",62,"1722",NA,NA,NA,0,"sarrcol","x",2,10.4,10.5263157894737,11.2222222222222,62,11.3563218390805,4.26989736681365
"4613","Wed May 06 2020 13","right",1443,"p5sarr2.png",63,"1722",NA,NA,NA,1,"sarr","x",10,13,12.5263157894737,13.3333333333333,63,13.1931818181818,2.97830451862173
"4614","Wed May 06 2020 13","right",794,"p10sarr2.png",64,"1722",NA,NA,NA,1,"diffarr","x",17,17.2,14.9473684210526,15.2222222222222,64,16.8876404494382,2.85417637477876
"4615","Wed May 06 2020 13","left",1198,"prototype1.png",65,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,65,13.4,5.68024370421955
"4616","Wed May 06 2020 13","right",2611,"prototype4.png",66,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,66,11.6483516483516,5.61619409757499
"4617","Wed May 06 2020 13","right",1340,"p2sarrshacol2.png",67,"1722",NA,NA,NA,1,"sarrshacol","x",3,9.6,9.78947368421053,10.2222222222222,67,10.75,4.05355630049944
"4618","Wed May 06 2020 13","right",995,"p1sarr2.png",68,"1722",NA,NA,NA,1,"sarr","x",8,14.2,14.3684210526316,14.7777777777778,68,14.4301075268817,4.0416253980147
"4619","Wed May 06 2020 13","right",839,"p6sarr2.png",69,"1722",NA,NA,NA,1,"diffarr","x",12,16.2,17.6315789473684,17.8888888888889,69,16.3297872340426,3.8279905671515
"4620","Wed May 06 2020 13","right",2743,"prototype2.png",70,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,70,10.5052631578947,4.63537205973144
"4621","Wed May 06 2020 13","right",1181,"p1sarrshacol1.png",71,"1722",NA,NA,NA,1,"sarrshacol","x",5,13.2,13.3684210526316,13.8888888888889,71,13.5833333333333,4.6172825607292
"4622","Wed May 06 2020 13","left",1182,"prototype1.png",72,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,72,13.1134020618557,5.73889559762263
"4623","Wed May 06 2020 13","left",2170,"prototype5.png",73,"1722",NA,NA,NA,1,"prototype","x",0,0,0,0,73,11.0204081632653,5.49785261141474
"4624","Wed May 06 2020 13","None",3010,"prototype3.png",74,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,74,11.9191919191919,5.8583217762615
"4625","Wed May 06 2020 13","right",779,"prototype2.png",75,"1722",NA,NA,NA,0,"prototype","x",0,0,0,0,75,10.44,4.64349224205449
"4626","Wed May 06 2020 13","None",3024,"p5sarrsha3.png",76,"1722",0,"None",3024,0,"sarrsha","new",5,10,10.8421052631579,11.2222222222222,76,11.1782178217822,4.24121689990965
"4627","Wed May 06 2020 13","None",3007,"p2sarrshacol1.png",77,"1722",1,"None",3007,0,"sarrshacol","fam",2,9.4,9.8421052631579,10.4444444444444,77,10.4607843137255,4.38194217220442
"4628","Wed May 06 2020 13","right",2523,"p4sarr4.png",78,"1722",2,"right",2523,0,"sarr","new",9,13.6,13.0526315789474,13.2222222222222,78,13.7766990291262,3.74147931013073
"4629","Wed May 06 2020 13","down",2276,"p5sarrsha2.png",79,"1722",3,"down",2276,0,"sarrsha","fam",4,10.8,10.8947368421053,11.2222222222222,79,11.5480769230769,4.6714996400759
"4630","Wed May 06 2020 13","right",2170,"p7sarr2.png",80,"1722",4,"right",2170,0,"diffarr","fam",15,16.4,15.7894736842105,16.3333333333333,80,16.3904761904762,3.40953199499703
"4631","Wed May 06 2020 13","right",2518,"p1sarrsha4.png",81,"1722",5,"right",2518,0,"sarrsha","new",4,12.6,13.3157894736842,13.8888888888889,81,13.1792452830189,4.6430637869557
"4632","Wed May 06 2020 13","right",1962,"p3sarrcol2.png",82,"1722",6,"right",1962,0,"sarrcol","fam",3,12,12.2631578947368,12.7777777777778,82,12.9906542056075,5.13863524775663
"4633","Wed May 06 2020 13","right",2601,"p3sarrcol3.png",83,"1722",7,"right",2601,0,"sarrcol","new",2,11.4,12.2105263157895,12.6666666666667,83,12.5092592592593,5.64278609909979
"4634","Wed May 06 2020 13","right",1377,"p1sarrsha1.png",84,"1722",8,"right",1377,0,"sarrsha","fam",4,13,13.2105263157895,13.8888888888889,84,13.4128440366972,5.03361112032261
"4635","Wed May 06 2020 13","down",2485,"p4sarr1.png",85,"1722",9,"down",2485,0,"sarr","fam",6,12,12.7368421052632,13.2222222222222,85,12.5818181818182,4.22396356796784
"4636","Wed May 06 2020 13","right",2167,"p9sarr2.png",86,"1722",10,"right",2167,0,"diffarr","fam",15,21,15.2105263157895,15.8888888888889,86,20.2882882882883,4.62873905348154
"4637","Wed May 06 2020 13","None",3004,"p1sarr2.png",87,"1722",11,"None",3004,0,"sarr","fam",8,14.2,14.3684210526316,14.7777777777778,87,14.2410714285714,4.2685641945671
"4638","Wed May 06 2020 13","right",1566,"p3sarrcol4.png",88,"1722",12,"right",1566,0,"sarrcol","new",2,10.8,12.4736842105263,13.4444444444444,88,12.2212389380531,5.48330992531352
"4639","Wed May 06 2020 13","None",3006,"p2sarrshacol2.png",89,"1722",13,"None",3006,0,"sarrshacol","fam",3,9.6,9.78947368421053,10.2222222222222,89,10.6929824561404,4.21150382613688
"4640","Wed May 06 2020 13","right",1214,"p6sarr1.png",90,"1722",14,"right",1214,0,"diffarr","fam",11,17.2,18.1578947368421,18.3333333333333,90,16.8260869565217,4.37949942978991
"4641","Wed May 06 2020 13","right",1972,"p4sarrshacol3.png",91,"1722",15,"right",1972,0,"sarrshacol","new",4,11.8,11.8947368421053,12.6666666666667,91,12.5431034482759,4.45536753254711
"4642","Wed May 06 2020 13","down",1533,"p4sarrshacol4.png",92,"1722",16,"down",1533,0,"sarrshacol","new",3,11.2,11.7368421052632,12.2222222222222,92,12.1452991452991,4.88005256695995
"4643","Wed May 06 2020 13","right",1321,"p2sarrcol1.png",93,"1722",17,"right",1321,0,"sarrcol","fam",2,10.4,10.5263157894737,11.2222222222222,93,11.2881355932203,4.35811786968557
"4644","Wed May 06 2020 13","left",1969,"p1sarr4.png",94,"1722",18,"left",1969,0,"sarr","new",8,13.4,14.6315789473684,15.1111111111111,94,13.781512605042,3.86457107025387
"4645","Wed May 06 2020 13","right",1901,"p10sarr1.png",95,"1722",19,"right",1901,0,"diffarr","fam",18,17.6,14.8421052631579,14.7777777777778,95,17.0083333333333,3.28862524809516
"4646","Wed May 06 2020 13","right",1023,"p8sarr3.png",96,"1722",20,"right",1023,0,"diffarr","new",22,18.2,15.2631578947368,15.6666666666667,96,17.7768595041322,3.31784971355893
"4647","Wed May 06 2020 13","right",1915,"p9sarr4.png",97,"1722",21,"right",1915,0,"diffarr","new",14,20.6,15.3684210526316,15.8888888888889,97,19.7459016393443,4.59888861063792
"4648","Wed May 06 2020 13","None",3007,"p5sarrcol2.png",99,"1722",22,"None",3007,0,"sarrcol","fam",4,11.2,11.5263157894737,11.8888888888889,98,12.2682926829268,4.52510876734002
"4649","Wed May 06 2020 13","down",1365,"p7sarr4.png",100,"1722",23,"down",1365,0,"diffarr","new",17,18,15.9473684210526,16.3333333333333,99,17.4435483870968,2.94475534714689
"4650","Wed May 06 2020 13","left",2950,"p3sarrsha3.png",101,"1722",24,"left",2950,0,"sarrsha","new",3,11.2,11.3684210526316,12.2222222222222,100,12.8,5.37467178292717
"4651","Wed May 06 2020 13","right",1029,"p8sarr4.png",102,"1722",25,"right",1029,0,"diffarr","new",22,18.8,15.1052631578947,15.6666666666667,101,18,3.39882332579968
"4652","Wed May 06 2020 13","right",2852,"p2sarrshacol4.png",103,"1722",26,"right",2852,0,"sarrshacol","new",4,10.2,10,10.3333333333333,102,11.4488188976378,4.18938314476109
"4653","Wed May 06 2020 13","right",1492,"p4sarrshacol1.png",104,"1722",27,"right",1492,0,"sarrshacol","fam",3,11.4,12.0526315789474,12.6666666666667,103,12.484375,4.69877580806833
"4654","Wed May 06 2020 13","right",1162,"p1sarrshacol3.png",105,"1722",28,"right",1162,0,"sarrshacol","new",4,13,13.4736842105263,14.1111111111111,104,13.5736434108527,4.79546529578734
"4655","Wed May 06 2020 13","left",1286,"p2sarrsha1.png",106,"1722",29,"left",1286,0,"sarrsha","fam",4,9.8,9.63157894736842,10,105,11.0230769230769,4.20310956245932
"4656","Wed May 06 2020 13","down",1115,"p3sarr2.png",107,"1722",30,"down",1115,0,"sarr","fam",5,12.2,13.8421052631579,14.2222222222222,106,13.6106870229008,5.17177624461546
"4657","Wed May 06 2020 13","down",1412,"p3sarrshacol3.png",108,"1722",31,"down",1412,0,"sarrshacol","new",5,11.6,11.6315789473684,12.1111111111111,107,12.9318181818182,5.10678815094167
"4658","Wed May 06 2020 13","right",906,"p2sarrcol4.png",109,"1722",32,"right",906,0,"sarrcol","new",2,10.4,10.4736842105263,10.8888888888889,108,11.5187969924812,4.64595213805327
"4659","Wed May 06 2020 13","down",1213,"p5sarrcol1.png",110,"1722",33,"down",1213,0,"sarrcol","fam",3,10.6,11.6842105263158,12.1111111111111,109,12.1119402985075,4.68024234280516
"4660","Wed May 06 2020 13","right",1290,"p8sarr2.png",111,"1722",34,"right",1290,0,"diffarr","fam",21,18.6,15.2631578947368,15.2222222222222,110,17.8814814814815,3.41212030166181
"4661","Wed May 06 2020 13","down",1448,"p5sarr3.png",112,"1722",35,"down",1448,0,"sarr","new",7,11.6,12.0526315789474,12.5555555555556,111,12.4485294117647,3.89457334313458
"4662","Wed May 06 2020 13","right",1844,"p7sarr1.png",113,"1722",36,"right",1844,0,"diffarr","fam",17,17.8,15.8421052631579,16.8888888888889,112,17.1386861313869,3.26789751115441
"4663","Wed May 06 2020 13","right",1212,"p1sarrcol4.png",114,"1722",37,"right",1212,0,"sarrcol","new",5,14,13.8421052631579,14.4444444444444,113,14.4130434782609,4.37599333602417
"4664","Wed May 06 2020 13","down",1350,"p3sarrsha4.png",115,"1722",38,"down",1350,0,"sarrsha","new",4,11.6,11.6842105263158,12,114,13.0071942446043,5.27297787724163
"4665","Wed May 06 2020 13","right",2354,"p3sarr1.png",116,"1722",39,"right",2354,0,"sarr","fam",7,12.6,13.4210526315789,13.4444444444444,115,13.6071428571429,4.92051414019973
"4666","Wed May 06 2020 13","right",1922,"p2sarrsha3.png",117,"1722",40,"right",1922,0,"sarrsha","new",5,10,9.8421052631579,10.4444444444444,116,11.1560283687943,4.0905530327176
"4667","Wed May 06 2020 13","right",966,"p9sarr3.png",118,"1722",41,"right",966,0,"diffarr","new",17,21.6,15.1578947368421,15.2222222222222,117,20.5140845070423,4.23885424686215
"4668","Wed May 06 2020 13","right",1873,"p10sarr4.png",119,"1722",42,"right",1873,0,"diffarr","new",17,17.6,14.7894736842105,15.7777777777778,118,17.0909090909091,2.88978066059091
"4669","Wed May 06 2020 13","right",2201,"p4sarrcol1.png",120,"1722",43,"right",2201,0,"sarrcol","fam",4,12.6,12.6315789473684,13.5555555555556,119,13.5277777777778,4.56950127260535
"4670","Wed May 06 2020 13","right",1306,"p5sarrshacol4.png",121,"1722",44,"right",1306,0,"sarrshacol","new",2,9.6,10.7368421052632,11.2222222222222,120,11.6137931034483,5.14536766704953
"4671","Wed May 06 2020 13","right",1018,"p3sarr3.png",122,"1722",45,"right",1018,0,"sarr","new",8,13.2,13.3157894736842,13.6666666666667,121,13.958904109589,4.37686190895394
"4672","Wed May 06 2020 13","down",1634,"p2sarr3.png",123,"1722",46,"down",1634,0,"sarr","new",10,11.8,11.3157894736842,11.2222222222222,122,12.6802721088435,3.23716939298429
"4673","Wed May 06 2020 13","down",2698,"p4sarr2.png",124,"1722",47,"down",2698,0,"sarr","fam",4,12,13.2631578947368,13.7777777777778,123,13.0472972972973,4.52857061658316
"4674","Wed May 06 2020 13","right",820,"p2sarrshacol3.png",125,"1722",48,"right",820,0,"sarrshacol","new",4,9.8,10.2105263157895,10.5555555555556,124,11.3087248322148,4.22972002277555
"4675","Wed May 06 2020 13","None",3004,"p2sarrcol2.png",126,"1722",49,"None",3004,0,"sarrcol","fam",2,9.8,10.7894736842105,11,125,11.26,4.58686481804951
"4676","Wed May 06 2020 13","down",981,"p4sarrsha3.png",127,"1722",50,"down",981,0,"sarrsha","new",4,11.8,12.2631578947368,12.7777777777778,126,12.8145695364238,4.35492667142235
"4677","Wed May 06 2020 13","down",971,"p4sarrsha1.png",128,"1722",51,"down",971,0,"sarrsha","fam",5,11.8,12.2105263157895,12.6666666666667,127,12.7171052631579,4.26042587672852
"4678","Wed May 06 2020 13","right",2110,"p5sarrshacol3.png",129,"1722",52,"right",2110,0,"sarrshacol","new",5,10.8,11,11.4444444444444,128,12.1830065359477,4.58750865264741
"4679","Wed May 06 2020 13","right",2336,"p5sarrshacol2.png",130,"1722",53,"right",2336,0,"sarrshacol","fam",3,10.6,10.8421052631579,11.1111111111111,129,11.9935064935065,4.87154838861033
"4680","Wed May 06 2020 13","left",1867,"p1sarrsha3.png",131,"1722",54,"left",1867,0,"sarrsha","new",4,12.8,13.6842105263158,14.3333333333333,130,13.7032258064516,4.5629424795911
"4681","Wed May 06 2020 13","down",1159,"p3sarrshacol2.png",132,"1722",55,"down",1159,0,"sarrshacol","fam",3,11.4,11.4736842105263,11.8888888888889,131,12.8461538461538,5.49856737488763
"4682","Wed May 06 2020 13","down",2046,"p10sarr2.png",133,"1722",56,"down",2046,0,"diffarr","fam",17,17.2,14.9473684210526,15.2222222222222,132,16.7324840764331,3.15493542053679
"4683","Wed May 06 2020 13","left",1672,"p5sarrcol3.png",134,"1722",57,"left",1672,0,"sarrcol","new",3,11.2,11.4736842105263,11.8888888888889,133,12.493670886076,4.57457225099016
"4684","Wed May 06 2020 13","right",1130,"p5sarr4.png",135,"1722",58,"right",1130,0,"sarr","new",9,12.8,12.8947368421053,13.3333333333333,134,13.1823899371069,3.42709853646379
"4685","Wed May 06 2020 13","right",1571,"p3sarrsha1.png",136,"1722",59,"right",1571,0,"sarrsha","fam",4,11.6,11.8421052631579,12.3333333333333,135,13.04375,5.36860999425738
"4686","Wed May 06 2020 13","right",1108,"p5sarr1.png",137,"1722",60,"right",1108,0,"sarr","fam",6,12.2,12.4210526315789,12.6666666666667,136,12.7515527950311,4.37039908918599
"4687","Wed May 06 2020 13","right",1194,"p1sarrcol2.png",138,"1722",61,"right",1194,0,"sarrcol","fam",3,12.8,13.8421052631579,14.4444444444444,137,13.8395061728395,4.59531706034032
"4688","Wed May 06 2020 13","right",1164,"p6sarr4.png",139,"1722",62,"right",1164,0,"diffarr","new",12,16.8,17.7894736842105,17.8888888888889,138,16.8773006134969,3.34031307421401
"4689","Wed May 06 2020 13","right",1150,"p6sarr3.png",140,"1722",63,"right",1150,0,"diffarr","new",11,16.6,17.8421052631579,18.2222222222222,139,16.7621951219512,3.5253034588573
"4690","Wed May 06 2020 13","down",824,"p4sarr3.png",141,"1722",64,"down",824,0,"sarr","new",5,11,13.3157894736842,13.8888888888889,140,12.4969696969697,4.02677659991978
"4691","Wed May 06 2020 13","left",1672,"p1sarrsha2.png",142,"1722",65,"left",1672,0,"sarrsha","fam",4,13,13.5789473684211,14.2222222222222,141,13.8253012048193,4.60956432236921
"4692","Wed May 06 2020 13","down",1815,"p2sarrsha4.png",143,"1722",66,"down",1815,0,"sarrsha","new",4,10,10.1052631578947,10.4444444444444,142,11.3473053892216,4.11568867842818
"4693","Wed May 06 2020 13","left",1309,"p3sarrcol1.png",144,"1722",67,"left",1309,0,"sarrcol","fam",3,11.6,12.4736842105263,12.8888888888889,143,13.2440476190476,5.32252812809529
"4694","Wed May 06 2020 13","down",1138,"p2sarrsha2.png",145,"1722",68,"down",1138,0,"sarrsha","fam",5,9.4,10,10.4444444444444,144,11.0355029585799,4.06918368308895
"4695","Wed May 06 2020 13","right",1641,"p6sarr2.png",146,"1722",69,"right",1641,0,"diffarr","fam",12,16.2,17.6315789473684,17.8888888888889,145,16.2176470588235,3.9365883908175
"4696","Wed May 06 2020 13","left",844,"p1sarrshacol2.png",147,"1722",70,"left",844,0,"sarrshacol","fam",3,12.8,13.3684210526316,13.7777777777778,146,13.5321637426901,4.86921487777771
"4697","Wed May 06 2020 13","right",1136,"p4sarrsha2.png",148,"1722",71,"right",1136,0,"sarrsha","fam",4,11.6,11.8421052631579,12.2222222222222,147,12.7906976744186,4.43567746777459
"4698","Wed May 06 2020 13","right",1308,"p2sarrcol3.png",149,"1722",72,"right",1308,0,"sarrcol","new",4,11.2,11.1052631578947,11.2222222222222,148,12.2023121387283,3.87292260530134
"4699","Wed May 06 2020 13","right",1134,"p4sarrcol2.png",150,"1722",73,"right",1134,0,"sarrcol","fam",4,12,12.7368421052632,13.1111111111111,149,13.2011494252874,4.56675582736712
"4700","Wed May 06 2020 13","down",1163,"p5sarrsha4.png",151,"1722",74,"down",1163,0,"sarrsha","new",4,10.8,10.7368421052632,11.2222222222222,150,12.0857142857143,4.58365053388113
"4701","Wed May 06 2020 13","right",1149,"p4sarrcol3.png",152,"1722",75,"right",1149,0,"sarrcol","new",4,12.4,12.6315789473684,13.4444444444444,151,13.2954545454545,4.67860563088519
"4702","Wed May 06 2020 13","right",894,"p2sarr2.png",153,"1722",76,"right",894,0,"sarr","fam",8,10.2,11.4736842105263,11.7777777777778,152,11.5084745762712,3.4806586433719
"4703","Wed May 06 2020 13","right",2579,"p5sarr2.png",154,"1722",77,"right",2579,0,"sarr","fam",10,13,12.5263157894737,13.3333333333333,153,13.3595505617978,3.23381564698299
"4704","Wed May 06 2020 13","right",1569,"p7sarr3.png",155,"1722",78,"right",1569,0,"diffarr","new",16,18,15.7368421052632,16.2222222222222,154,17.3743016759777,2.94320946475512
"4705","Wed May 06 2020 13","left",2081,"p5sarrcol4.png",156,"1722",79,"left",2081,0,"sarrcol","new",4,11.4,11.4736842105263,12,155,12.5222222222222,4.36652522266548
"4706","Wed May 06 2020 13","right",1765,"p10sarr3.png",157,"1722",80,"right",1765,0,"diffarr","new",18,17.8,14.8421052631579,15.3333333333333,156,17.1988950276243,3.16828009687479
"4707","Wed May 06 2020 13","right",1489,"p9sarr1.png",158,"1722",81,"right",1489,0,"diffarr","fam",18,20.6,15.1578947368421,15.5555555555556,157,19.7032967032967,4.07524396583739
"4708","Wed May 06 2020 13","down",1957,"p1sarrcol3.png",159,"1722",82,"down",1957,0,"sarrcol","new",4,14,14,14.4444444444444,158,14.5191256830601,4.43244968616461
"4709","Wed May 06 2020 13","down",996,"p4sarrsha4.png",160,"1722",83,"down",996,0,"sarrsha","new",5,12,12,12.3333333333333,159,12.9619565217391,4.21857309912189
"4710","Wed May 06 2020 13","right",979,"p4sarrshacol2.png",161,"1722",84,"right",979,0,"sarrshacol","fam",3,11.2,12.2631578947368,12.6666666666667,160,12.5459459459459,4.63672688355854
"4711","Wed May 06 2020 13","None",3024,"p3sarr4.png",162,"1722",85,"None",3024,0,"sarr","new",5,12,13.4736842105263,13.7777777777778,161,13.5430107526882,4.95719837723236
"4712","Wed May 06 2020 13","None",3003,"p2sarr1.png",163,"1722",86,"None",3003,0,"sarr","fam",9,11,11.2105263157895,11.5555555555556,162,12.1229946524064,3.62055892063929
"4713","Wed May 06 2020 13","right",1302,"p3sarrshacol1.png",164,"1722",87,"right",1302,0,"sarrshacol","fam",2,11,11.4736842105263,11.7777777777778,163,12.8723404255319,5.50300655316096
"4714","Wed May 06 2020 13","None",3004,"p8sarr1.png",165,"1722",88,"None",3004,0,"diffarr","fam",22,18.8,14.6842105263158,15.4444444444444,164,17.8730158730159,3.29486413770233
"4715","Wed May 06 2020 13","down",1484,"p3sarrsha2.png",166,"1722",89,"down",1484,0,"sarrsha","fam",4,11.6,11.6842105263158,12.3333333333333,165,13.1894736842105,5.25295530192916
"4716","Wed May 06 2020 13","right",1072,"p1sarrcol1.png",167,"1722",90,"right",1072,0,"sarrcol","fam",4,13,13.5789473684211,14.1111111111111,166,13.8534031413613,4.32245987954843
"4717","Wed May 06 2020 13","left",1598,"p1sarrshacol4.png",168,"1722",91,"left",1598,0,"sarrshacol","new",4,13.2,13.5789473684211,14,167,13.9791666666667,4.56478477421488
"4718","Wed May 06 2020 13","right",1242,"p4sarrcol4.png",169,"1722",92,"right",1242,0,"sarrcol","new",3,11.4,12.5789473684211,13.1111111111111,168,12.8652849740933,4.85116900072293
"4719","Wed May 06 2020 13","down",939,"p5sarrsha1.png",170,"1722",93,"down",939,0,"sarrsha","fam",5,10.8,10.9473684210526,11.5555555555556,169,12.2886597938144,4.46740355996611
"4720","Wed May 06 2020 13","right",1183,"p1sarr3.png",171,"1722",94,"right",1183,0,"sarr","new",7,13.4,13.7894736842105,14.3333333333333,170,13.9435897435897,4.14702693602799
