"","datetime","response","response_time","stim","total_responses","workerId","count_test_stimpres","response_test_response","response_time_test_response","st_corr","type","tq","DTF","DTAF","DTAN","DTN_byPhase","stimpresseq","DTPPm","DTPPsd"
"2900","Thu May 07 2020 14","left",810,"p3sarrsha3.png",100,"1740",24,"left",810,0,"sarrsha","new",3,11.2,11.3684210526316,12.2222222222222,100,12.8,5.37467178292717
"2901","Thu May 07 2020 14","left",981,"p8sarr4.png",101,"1740",25,"left",981,0,"diffarr","new",22,18.8,15.1052631578947,15.6666666666667,101,18,3.39882332579968
"2902","Thu May 07 2020 14","left",1337,"p2sarrshacol4.png",102,"1740",26,"left",1337,0,"sarrshacol","new",4,10.2,10,10.3333333333333,102,11.4488188976378,4.18938314476109
"2903","Thu May 07 2020 14","left",1247,"p4sarrshacol1.png",103,"1740",27,"left",1247,0,"sarrshacol","fam",3,11.4,12.0526315789474,12.6666666666667,103,12.484375,4.69877580806833
"2904","Thu May 07 2020 14","right",1241,"p1sarrshacol3.png",104,"1740",28,"right",1241,0,"sarrshacol","new",4,13,13.4736842105263,14.1111111111111,104,13.5736434108527,4.79546529578734
"2905","Thu May 07 2020 14","left",769,"p2sarrsha1.png",105,"1740",29,"left",769,0,"sarrsha","fam",4,9.8,9.63157894736842,10,105,11.0230769230769,4.20310956245932
"2906","Thu May 07 2020 14","right",1201,"p3sarr2.png",106,"1740",30,"right",1201,0,"sarr","fam",5,12.2,13.8421052631579,14.2222222222222,106,13.6106870229008,5.17177624461546
"2907","Thu May 07 2020 14","right",771,"p3sarrshacol3.png",107,"1740",31,"right",771,0,"sarrshacol","new",5,11.6,11.6315789473684,12.1111111111111,107,12.9318181818182,5.10678815094167
"2908","Thu May 07 2020 14","left",732,"p2sarrcol4.png",108,"1740",32,"left",732,0,"sarrcol","new",2,10.4,10.4736842105263,10.8888888888889,108,11.5187969924812,4.64595213805327
"2909","Thu May 07 2020 14","left",954,"p5sarrcol1.png",109,"1740",33,"left",954,0,"sarrcol","fam",3,10.6,11.6842105263158,12.1111111111111,109,12.1119402985075,4.68024234280516
"2910","Thu May 07 2020 14","right",1052,"p8sarr2.png",110,"1740",34,"right",1052,0,"diffarr","fam",21,18.6,15.2631578947368,15.2222222222222,110,17.8814814814815,3.41212030166181
"2911","Thu May 07 2020 14","right",599,"p5sarr3.png",111,"1740",35,"right",599,0,"sarr","new",7,11.6,12.0526315789474,12.5555555555556,111,12.4485294117647,3.89457334313458
"2912","Thu May 07 2020 14","right",692,"p7sarr1.png",112,"1740",36,"right",692,0,"diffarr","fam",17,17.8,15.8421052631579,16.8888888888889,112,17.1386861313869,3.26789751115441
"2913","Thu May 07 2020 14","right",2702,"p1sarrcol4.png",113,"1740",37,"right",2702,0,"sarrcol","new",5,14,13.8421052631579,14.4444444444444,113,14.4130434782609,4.37599333602417
"2914","Thu May 07 2020 14","right",813,"p3sarrsha4.png",114,"1740",38,"right",813,0,"sarrsha","new",4,11.6,11.6842105263158,12,114,13.0071942446043,5.27297787724163
"2915","Thu May 07 2020 14","right",721,"p3sarr1.png",115,"1740",39,"right",721,0,"sarr","fam",7,12.6,13.4210526315789,13.4444444444444,115,13.6071428571429,4.92051414019973
"2916","Thu May 07 2020 14","right",1134,"p2sarrsha3.png",116,"1740",40,"right",1134,0,"sarrsha","new",5,10,9.8421052631579,10.4444444444444,116,11.1560283687943,4.0905530327176
"2917","Thu May 07 2020 14","right",551,"p9sarr3.png",117,"1740",41,"right",551,0,"diffarr","new",17,21.6,15.1578947368421,15.2222222222222,117,20.5140845070423,4.23885424686215
"2918","Thu May 07 2020 14","right",515,"p10sarr4.png",118,"1740",42,"right",515,0,"diffarr","new",17,17.6,14.7894736842105,15.7777777777778,118,17.0909090909091,2.88978066059091
"2919","Thu May 07 2020 14","right",1152,"p4sarrcol1.png",119,"1740",43,"right",1152,0,"sarrcol","fam",4,12.6,12.6315789473684,13.5555555555556,119,13.5277777777778,4.56950127260535
"2920","Thu May 07 2020 14","right",1072,"p5sarrshacol4.png",120,"1740",44,"right",1072,0,"sarrshacol","new",2,9.6,10.7368421052632,11.2222222222222,120,11.6137931034483,5.14536766704953
"2921","Thu May 07 2020 14","left",570,"p3sarr3.png",121,"1740",45,"left",570,0,"sarr","new",8,13.2,13.3157894736842,13.6666666666667,121,13.958904109589,4.37686190895394
"2922","Thu May 07 2020 14","right",846,"p2sarr3.png",122,"1740",46,"right",846,0,"sarr","new",10,11.8,11.3157894736842,11.2222222222222,122,12.6802721088435,3.23716939298429
"2923","Thu May 07 2020 14","left",1192,"p4sarr2.png",123,"1740",47,"left",1192,0,"sarr","fam",4,12,13.2631578947368,13.7777777777778,123,13.0472972972973,4.52857061658316
"2924","Thu May 07 2020 14","right",620,"p2sarrshacol3.png",124,"1740",48,"right",620,0,"sarrshacol","new",4,9.8,10.2105263157895,10.5555555555556,124,11.3087248322148,4.22972002277555
"2925","Thu May 07 2020 14","right",933,"p2sarrcol2.png",125,"1740",49,"right",933,0,"sarrcol","fam",2,9.8,10.7894736842105,11,125,11.26,4.58686481804951
"2926","Thu May 07 2020 14","left",947,"p4sarrsha3.png",126,"1740",50,"left",947,0,"sarrsha","new",4,11.8,12.2631578947368,12.7777777777778,126,12.8145695364238,4.35492667142235
"2927","Thu May 07 2020 14","right",636,"p4sarrsha1.png",127,"1740",51,"right",636,0,"sarrsha","fam",5,11.8,12.2105263157895,12.6666666666667,127,12.7171052631579,4.26042587672852
"2928","Thu May 07 2020 14","left",1002,"p5sarrshacol3.png",128,"1740",52,"left",1002,0,"sarrshacol","new",5,10.8,11,11.4444444444444,128,12.1830065359477,4.58750865264741
"2929","Thu May 07 2020 14","left",644,"p5sarrshacol2.png",129,"1740",53,"left",644,0,"sarrshacol","fam",3,10.6,10.8421052631579,11.1111111111111,129,11.9935064935065,4.87154838861033
"2930","Thu May 07 2020 14","right",677,"p1sarrsha3.png",130,"1740",54,"right",677,0,"sarrsha","new",4,12.8,13.6842105263158,14.3333333333333,130,13.7032258064516,4.5629424795911
"2931","Thu May 07 2020 14","left",456,"p3sarrshacol2.png",131,"1740",55,"left",456,0,"sarrshacol","fam",3,11.4,11.4736842105263,11.8888888888889,131,12.8461538461538,5.49856737488763
"2932","Thu May 07 2020 14","right",601,"p10sarr2.png",132,"1740",56,"right",601,0,"diffarr","fam",17,17.2,14.9473684210526,15.2222222222222,132,16.7324840764331,3.15493542053679
"2933","Thu May 07 2020 14","left",599,"p5sarrcol3.png",133,"1740",57,"left",599,0,"sarrcol","new",3,11.2,11.4736842105263,11.8888888888889,133,12.493670886076,4.57457225099016
"2934","Thu May 07 2020 14","left",788,"p5sarr4.png",134,"1740",58,"left",788,0,"sarr","new",9,12.8,12.8947368421053,13.3333333333333,134,13.1823899371069,3.42709853646379
"2935","Thu May 07 2020 14","right",897,"p3sarrsha1.png",135,"1740",59,"right",897,0,"sarrsha","fam",4,11.6,11.8421052631579,12.3333333333333,135,13.04375,5.36860999425738
"2936","Thu May 07 2020 14","left",600,"p5sarr1.png",136,"1740",60,"left",600,0,"sarr","fam",6,12.2,12.4210526315789,12.6666666666667,136,12.7515527950311,4.37039908918599
"2937","Thu May 07 2020 14","right",588,"p1sarrcol2.png",137,"1740",61,"right",588,0,"sarrcol","fam",3,12.8,13.8421052631579,14.4444444444444,137,13.8395061728395,4.59531706034032
"2938","Thu May 07 2020 14","left",774,"p6sarr4.png",138,"1740",62,"left",774,0,"diffarr","new",12,16.8,17.7894736842105,17.8888888888889,138,16.8773006134969,3.34031307421401
"2939","Thu May 07 2020 14","right",551,"p6sarr3.png",139,"1740",63,"right",551,0,"diffarr","new",11,16.6,17.8421052631579,18.2222222222222,139,16.7621951219512,3.5253034588573
"2940","Thu May 07 2020 14","right",691,"p4sarr3.png",140,"1740",64,"right",691,0,"sarr","new",5,11,13.3157894736842,13.8888888888889,140,12.4969696969697,4.02677659991978
"2941","Thu May 07 2020 14","left",948,"p1sarrsha2.png",141,"1740",65,"left",948,0,"sarrsha","fam",4,13,13.5789473684211,14.2222222222222,141,13.8253012048193,4.60956432236921
"2942","Thu May 07 2020 14","right",725,"p2sarrsha4.png",142,"1740",66,"right",725,0,"sarrsha","new",4,10,10.1052631578947,10.4444444444444,142,11.3473053892216,4.11568867842818
"2943","Thu May 07 2020 14","right",825,"p3sarrcol1.png",143,"1740",67,"right",825,0,"sarrcol","fam",3,11.6,12.4736842105263,12.8888888888889,143,13.2440476190476,5.32252812809529
"2944","Thu May 07 2020 14","right",756,"p2sarrsha2.png",144,"1740",68,"right",756,0,"sarrsha","fam",5,9.4,10,10.4444444444444,144,11.0355029585799,4.06918368308895
"2945","Thu May 07 2020 14","right",858,"p6sarr2.png",145,"1740",69,"right",858,0,"diffarr","fam",12,16.2,17.6315789473684,17.8888888888889,145,16.2176470588235,3.9365883908175
"2946","Thu May 07 2020 14","left",935,"p1sarrshacol2.png",146,"1740",70,"left",935,0,"sarrshacol","fam",3,12.8,13.3684210526316,13.7777777777778,146,13.5321637426901,4.86921487777771
"2947","Thu May 07 2020 14","right",859,"p4sarrsha2.png",147,"1740",71,"right",859,0,"sarrsha","fam",4,11.6,11.8421052631579,12.2222222222222,147,12.7906976744186,4.43567746777459
"2948","Thu May 07 2020 14","right",654,"p2sarrcol3.png",148,"1740",72,"right",654,0,"sarrcol","new",4,11.2,11.1052631578947,11.2222222222222,148,12.2023121387283,3.87292260530134
"2949","Thu May 07 2020 14","right",777,"p4sarrcol2.png",149,"1740",73,"right",777,0,"sarrcol","fam",4,12,12.7368421052632,13.1111111111111,149,13.2011494252874,4.56675582736712
"2950","Thu May 07 2020 14","right",596,"p5sarrsha4.png",150,"1740",74,"right",596,0,"sarrsha","new",4,10.8,10.7368421052632,11.2222222222222,150,12.0857142857143,4.58365053388113
"2951","Thu May 07 2020 14","right",635,"p4sarrcol3.png",151,"1740",75,"right",635,0,"sarrcol","new",4,12.4,12.6315789473684,13.4444444444444,151,13.2954545454545,4.67860563088519
"2952","Thu May 07 2020 14","right",873,"p2sarr2.png",152,"1740",76,"right",873,0,"sarr","fam",8,10.2,11.4736842105263,11.7777777777778,152,11.5084745762712,3.4806586433719
"2953","Thu May 07 2020 14","left",1048,"p5sarr2.png",153,"1740",77,"left",1048,0,"sarr","fam",10,13,12.5263157894737,13.3333333333333,153,13.3595505617978,3.23381564698299
"2954","Thu May 07 2020 14","right",628,"p7sarr3.png",154,"1740",78,"right",628,0,"diffarr","new",16,18,15.7368421052632,16.2222222222222,154,17.3743016759777,2.94320946475512
"2955","Thu May 07 2020 14","right",600,"p5sarrcol4.png",155,"1740",79,"right",600,0,"sarrcol","new",4,11.4,11.4736842105263,12,155,12.5222222222222,4.36652522266548
"2956","Thu May 07 2020 14","right",746,"p10sarr3.png",156,"1740",80,"right",746,0,"diffarr","new",18,17.8,14.8421052631579,15.3333333333333,156,17.1988950276243,3.16828009687479
"2957","Thu May 07 2020 14","left",980,"p9sarr1.png",157,"1740",81,"left",980,0,"diffarr","fam",18,20.6,15.1578947368421,15.5555555555556,157,19.7032967032967,4.07524396583739
"2958","Thu May 07 2020 14","right",680,"p1sarrcol3.png",158,"1740",82,"right",680,0,"sarrcol","new",4,14,14,14.4444444444444,158,14.5191256830601,4.43244968616461
"2959","Thu May 07 2020 14","right",644,"p4sarrsha4.png",159,"1740",83,"right",644,0,"sarrsha","new",5,12,12,12.3333333333333,159,12.9619565217391,4.21857309912189
"2960","Thu May 07 2020 14","right",778,"p4sarrshacol2.png",160,"1740",84,"right",778,0,"sarrshacol","fam",3,11.2,12.2631578947368,12.6666666666667,160,12.5459459459459,4.63672688355854
"2961","Thu May 07 2020 14","right",663,"p3sarr4.png",161,"1740",85,"right",663,0,"sarr","new",5,12,13.4736842105263,13.7777777777778,161,13.5430107526882,4.95719837723236
"2962","Thu May 07 2020 14","right",1054,"p2sarr1.png",162,"1740",86,"right",1054,0,"sarr","fam",9,11,11.2105263157895,11.5555555555556,162,12.1229946524064,3.62055892063929
"2963","Thu May 07 2020 14","right",686,"p3sarrshacol1.png",163,"1740",87,"right",686,0,"sarrshacol","fam",2,11,11.4736842105263,11.7777777777778,163,12.8723404255319,5.50300655316096
"2964","Thu May 07 2020 14","right",353,"p8sarr1.png",164,"1740",88,"right",353,0,"diffarr","fam",22,18.8,14.6842105263158,15.4444444444444,164,17.8730158730159,3.29486413770233
"2965","Thu May 07 2020 14","right",431,"p3sarrsha2.png",165,"1740",89,"right",431,0,"sarrsha","fam",4,11.6,11.6842105263158,12.3333333333333,165,13.1894736842105,5.25295530192916
"2966","Thu May 07 2020 14","right",1522,"p1sarrcol1.png",166,"1740",90,"right",1522,0,"sarrcol","fam",4,13,13.5789473684211,14.1111111111111,166,13.8534031413613,4.32245987954843
"2967","Thu May 07 2020 14","right",725,"p1sarrshacol4.png",167,"1740",91,"right",725,0,"sarrshacol","new",4,13.2,13.5789473684211,14,167,13.9791666666667,4.56478477421488
"2968","Thu May 07 2020 14","right",749,"p4sarrcol4.png",168,"1740",92,"right",749,0,"sarrcol","new",3,11.4,12.5789473684211,13.1111111111111,168,12.8652849740933,4.85116900072293
"2969","Thu May 07 2020 14","right",1050,"p5sarrsha1.png",169,"1740",93,"right",1050,0,"sarrsha","fam",5,10.8,10.9473684210526,11.5555555555556,169,12.2886597938144,4.46740355996611
"2970","Thu May 07 2020 14","right",882,"p1sarr3.png",170,"1740",94,"right",882,0,"sarr","new",7,13.4,13.7894736842105,14.3333333333333,170,13.9435897435897,4.14702693602799
"2971","Thu May 07 2020 14","right",354,"p1sarr1.png",171,"1740",95,"right",354,0,"sarr","fam",8,13.8,13.7894736842105,14.3333333333333,171,14.015306122449,4.24079944182798
"2972","Thu May 07 2020 14","left",601,"p2sarr4.png",172,"1740",96,"left",601,0,"sarr","new",7,11,10.8947368421053,11.3333333333333,172,11.9492385786802,3.51200011751749
"2973","Thu May 07 2020 14","right",396,"p1sarrshacol1.png",173,"1740",97,"right",396,0,"sarrshacol","fam",5,13.2,13.3684210526316,13.8888888888889,173,13.7171717171717,4.59538590932717
"2974","Thu May 07 2020 14","right",631,"p3sarrshacol4.png",174,"1740",98,"right",631,0,"sarrshacol","new",3,11.4,11.6315789473684,12.2222222222222,174,13.1658291457286,5.41114060223222
"2975","Thu May 07 2020 14","right",387,"p5sarrshacol1.png",175,"1740",99,"right",387,0,"sarrshacol","fam",3,10.2,10.8947368421053,11.3333333333333,175,11.95,4.7455347962598
"2976","Thu May 07 2020 09","left",1637,"p6sarr1.png",1,"1739",NA,NA,NA,0,"diffarr","x",11,17.2,18.1578947368421,18.3333333333333,1,16.5384615384615,4.8926947113489
"2977","Thu May 07 2020 09","right",2157,"prototype3.png",2,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,2,10.2962962962963,6.11313097932396
"2978","Thu May 07 2020 09","right",2140,"p3sarr1.png",3,"1739",NA,NA,NA,1,"sarr","x",7,12.6,13.4210526315789,13.4444444444444,3,12.1071428571429,4.97653222795483
"2979","Thu May 07 2020 09","right",1504,"p9sarr2.png",4,"1739",NA,NA,NA,1,"diffarr","x",15,21,15.2105263157895,15.8888888888889,4,20.6551724137931,5.34038429642451
"2980","Thu May 07 2020 09","right",1681,"p4sarr2.png",5,"1739",NA,NA,NA,1,"sarr","x",4,12,13.2631578947368,13.7777777777778,5,12.4,5.23647683611533
"2981","Thu May 07 2020 09","right",1349,"p4sarrshacol2.png",6,"1739",NA,NA,NA,1,"sarrshacol","x",3,11.2,12.2631578947368,12.6666666666667,6,11.3225806451613,5.34407520390069
"2982","Thu May 07 2020 09","None",3006,"p5sarrsha2.png",7,"1739",NA,NA,NA,0,"sarrsha","x",4,10.8,10.8947368421053,11.2222222222222,7,11.15625,4.77972448254418
"2983","Thu May 07 2020 09","right",2196,"p2sarr1.png",8,"1739",NA,NA,NA,1,"sarr","x",9,11,11.2105263157895,11.5555555555556,8,11.3030303030303,3.23539843455223
"2984","Thu May 07 2020 09","left",1277,"prototype4.png",9,"1739",NA,NA,NA,1,"prototype","x",0,0,0,0,9,10.7941176470588,6.27056331993993
"2985","Thu May 07 2020 09","left",1093,"p5sarrsha1.png",10,"1739",NA,NA,NA,0,"sarrsha","x",5,10.8,10.9473684210526,11.5555555555556,10,10.9142857142857,4.36140444576008
"2986","Thu May 07 2020 09","right",1624,"p5sarrcol1.png",11,"1739",NA,NA,NA,1,"sarrcol","x",3,10.6,11.6842105263158,12.1111111111111,11,10.6111111111111,4.69819283054835
"2987","Thu May 07 2020 09","left",1374,"p8sarr2.png",12,"1739",NA,NA,NA,0,"diffarr","x",21,18.6,15.2631578947368,15.2222222222222,12,17.9459459459459,3.51935873219623
"2988","Thu May 07 2020 09","right",2324,"p5sarrshacol2.png",13,"1739",NA,NA,NA,1,"sarrshacol","x",3,10.6,10.8421052631579,11.1111111111111,13,10.6052631578947,5.05932093341138
"2989","Thu May 07 2020 09","right",1830,"p8sarr1.png",14,"1739",NA,NA,NA,1,"diffarr","x",22,18.8,14.6842105263158,15.4444444444444,14,17.8205128205128,4.01884897682353
"2990","Thu May 07 2020 09","right",1610,"p3sarrcol1.png",15,"1739",NA,NA,NA,1,"sarrcol","x",3,11.6,12.4736842105263,12.8888888888889,15,12.45,5.7465708838469
"2991","Thu May 07 2020 09","right",1366,"prototype1.png",16,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,16,13.4878048780488,5.9879961223247
"2992","Thu May 07 2020 09","right",1869,"p2sarr2.png",17,"1739",NA,NA,NA,1,"sarr","x",8,10.2,11.4736842105263,11.7777777777778,17,11.0238095238095,3.68575435068123
"2993","Thu May 07 2020 09","right",1486,"p3sarrsha2.png",18,"1739",NA,NA,NA,1,"sarrsha","x",4,11.6,11.6842105263158,12.3333333333333,18,12.1627906976744,5.33599739664988
"2994","Thu May 07 2020 09","left",1248,"prototype4.png",19,"1739",NA,NA,NA,1,"prototype","x",0,0,0,0,19,11.1818181818182,6.07424118056418
"2995","Thu May 07 2020 09","right",1581,"p3sarrsha1.png",20,"1739",NA,NA,NA,1,"sarrsha","x",4,11.6,11.8421052631579,12.3333333333333,20,11.9333333333333,5.54485838822368
"2996","Thu May 07 2020 09","right",1618,"prototype2.png",21,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,21,10.6739130434783,4.89014586388262
"2997","Thu May 07 2020 09","right",2567,"p4sarrcol2.png",22,"1739",NA,NA,NA,1,"sarrcol","x",4,12,12.7368421052632,13.1111111111111,22,12.1063829787234,5.11703906636059
"2998","Thu May 07 2020 09","left",2286,"p5sarrshacol1.png",23,"1739",NA,NA,NA,0,"sarrshacol","x",3,10.2,10.8947368421053,11.3333333333333,23,10.6458333333333,4.78690404693994
"2999","Thu May 07 2020 09","right",1174,"prototype2.png",24,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,24,10.4897959183673,4.98799579398543
"3000","Thu May 07 2020 09","right",1909,"p4sarrsha2.png",25,"1739",NA,NA,NA,1,"sarrsha","x",4,11.6,11.8421052631579,12.2222222222222,25,11.64,4.81816291521478
"3001","Thu May 07 2020 09","right",2240,"p9sarr1.png",26,"1739",NA,NA,NA,1,"diffarr","x",18,20.6,15.1578947368421,15.5555555555556,26,19.9411764705882,4.28677857933382
"3002","Thu May 07 2020 09","right",1483,"prototype1.png",27,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,27,13.6346153846154,5.81758270045398
"3003","Thu May 07 2020 09","right",1814,"p4sarrcol1.png",28,"1739",NA,NA,NA,1,"sarrcol","x",4,12.6,12.6315789473684,13.5555555555556,28,12.5471698113208,5.19454609602095
"3004","Thu May 07 2020 09","left",1391,"prototype4.png",29,"1739",NA,NA,NA,1,"prototype","x",0,0,0,0,29,10.9259259259259,6.08075172814309
"3005","Thu May 07 2020 09","right",1773,"prototype5.png",30,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,30,10.3090909090909,5.45307499820303
"3006","Thu May 07 2020 09","right",1333,"p5sarrcol2.png",31,"1739",NA,NA,NA,1,"sarrcol","x",4,11.2,11.5263157894737,11.8888888888889,31,11.4107142857143,4.36838553790668
"3007","Thu May 07 2020 09","right",1233,"p2sarrsha2.png",32,"1739",NA,NA,NA,1,"sarrsha","x",5,9.4,10,10.4444444444444,32,10.5263157894737,3.84570847623822
"3008","Thu May 07 2020 09","right",1387,"p5sarr1.png",33,"1739",NA,NA,NA,1,"sarr","x",6,12.2,12.4210526315789,12.6666666666667,33,11.9827586206897,4.36690656623859
"3009","Thu May 07 2020 09","right",1144,"p3sarrshacol1.png",34,"1739",NA,NA,NA,1,"sarrshacol","x",2,11,11.4736842105263,11.7777777777778,34,12.0508474576271,5.60917883477319
"3010","Thu May 07 2020 09","right",2645,"prototype1.png",35,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,35,13.7,5.80560804272582
"3011","Thu May 07 2020 09","right",975,"p4sarrshacol1.png",36,"1739",NA,NA,NA,1,"sarrshacol","x",3,11.4,12.0526315789474,12.6666666666667,36,11.5573770491803,4.89736184138608
"3012","Thu May 07 2020 09","right",1694,"prototype3.png",37,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,37,11.6612903225806,6.08934449186122
"3013","Thu May 07 2020 09","right",884,"prototype3.png",38,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,38,11.4761904761905,6.21615258784658
"3014","Thu May 07 2020 09","right",1264,"p7sarr1.png",39,"1739",NA,NA,NA,1,"diffarr","x",17,17.8,15.8421052631579,16.8888888888889,39,17.5,3.07059789431495
"3015","Thu May 07 2020 09","right",1511,"p1sarrsha1.png",40,"1739",NA,NA,NA,1,"sarrsha","x",4,13,13.2105263157895,13.8888888888889,40,14.0769230769231,4.88079044670178
"3016","Thu May 07 2020 09","right",2410,"prototype5.png",41,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,41,10.3636363636364,5.54599332473832
"3017","Thu May 07 2020 09","None",3006,"p3sarrshacol2.png",42,"1739",NA,NA,NA,0,"sarrshacol","x",3,11.4,11.4736842105263,11.8888888888889,42,12.044776119403,5.72192178942264
"3018","Thu May 07 2020 09","right",1222,"p3sarrcol2.png",43,"1739",NA,NA,NA,1,"sarrcol","x",3,12,12.2631578947368,12.7777777777778,43,12.6323529411765,5.52579949443316
"3019","Thu May 07 2020 09","right",919,"p3sarr2.png",44,"1739",NA,NA,NA,1,"sarr","x",5,12.2,13.8421052631579,14.2222222222222,44,12.5942028985507,5.29516661010917
"3020","Thu May 07 2020 09","right",1261,"p2sarrsha1.png",45,"1739",NA,NA,NA,1,"sarrsha","x",4,9.8,9.63157894736842,10,45,10.9428571428571,3.91535703403071
"3021","Thu May 07 2020 09","right",767,"p4sarrsha1.png",46,"1739",NA,NA,NA,1,"sarrsha","x",5,11.8,12.2105263157895,12.6666666666667,46,12.056338028169,4.34211049390126
"3022","Thu May 07 2020 09","right",880,"p1sarrcol1.png",47,"1739",NA,NA,NA,1,"sarrcol","x",4,13,13.5789473684211,14.1111111111111,47,14.0277777777778,4.53770501720431
"3023","Thu May 07 2020 09","right",831,"p1sarrsha2.png",48,"1739",NA,NA,NA,1,"sarrsha","x",4,13,13.5789473684211,14.2222222222222,48,13.9452054794521,4.82438945751142
"3024","Thu May 07 2020 09","right",863,"p7sarr2.png",49,"1739",NA,NA,NA,1,"diffarr","x",15,16.4,15.7894736842105,16.3333333333333,49,16.3918918918919,3.2385417298682
"3025","Thu May 07 2020 09","right",1154,"p4sarr1.png",50,"1739",NA,NA,NA,1,"sarr","x",6,12,12.7368421052632,13.2222222222222,50,12.56,4.30034568063696
"3026","Thu May 07 2020 09","right",751,"p10sarr1.png",51,"1739",NA,NA,NA,1,"diffarr","x",18,17.6,14.8421052631579,14.7777777777778,51,17.3421052631579,2.95545882091178
"3027","Thu May 07 2020 09","right",1320,"prototype3.png",52,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,52,11.4935064935065,6.2103974290645
"3028","Thu May 07 2020 09","right",1327,"p1sarr1.png",53,"1739",NA,NA,NA,1,"sarr","x",8,13.8,13.7894736842105,14.3333333333333,53,14.4871794871795,4.06679167634568
"3029","Thu May 07 2020 09","right",2176,"p1sarrcol2.png",54,"1739",NA,NA,NA,1,"sarrcol","x",3,12.8,13.8421052631579,14.4444444444444,54,13.746835443038,4.9625994905234
"3030","Thu May 07 2020 09","right",1030,"p2sarrcol2.png",55,"1739",NA,NA,NA,1,"sarrcol","x",2,9.8,10.7894736842105,11,55,11.2,4.13199924026118
"3031","Thu May 07 2020 09","right",1438,"prototype4.png",56,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,56,11.6049382716049,5.70674822544696
"3032","Thu May 07 2020 09","right",1065,"p2sarrshacol1.png",57,"1739",NA,NA,NA,1,"sarrshacol","x",2,9.4,9.8421052631579,10.4444444444444,57,10.8658536585366,4.18628623867826
"3033","Thu May 07 2020 09","right",1786,"prototype5.png",58,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,58,10.8192771084337,5.45747323449243
"3034","Thu May 07 2020 09","right",846,"prototype2.png",59,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,59,10.6309523809524,4.55959140503156
"3035","Thu May 07 2020 09","right",1294,"prototype5.png",60,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,60,10.6941176470588,5.51841835823188
"3036","Thu May 07 2020 09","right",1583,"p1sarrshacol2.png",61,"1739",NA,NA,NA,1,"sarrshacol","x",3,12.8,13.3684210526316,13.7777777777778,61,13.6627906976744,5.02841447380614
"3037","Thu May 07 2020 09","right",799,"p2sarrcol1.png",62,"1739",NA,NA,NA,1,"sarrcol","x",2,10.4,10.5263157894737,11.2222222222222,62,11.3563218390805,4.26989736681365
"3038","Thu May 07 2020 09","right",941,"p5sarr2.png",63,"1739",NA,NA,NA,1,"sarr","x",10,13,12.5263157894737,13.3333333333333,63,13.1931818181818,2.97830451862173
"3039","Thu May 07 2020 09","right",1283,"p10sarr2.png",64,"1739",NA,NA,NA,1,"diffarr","x",17,17.2,14.9473684210526,15.2222222222222,64,16.8876404494382,2.85417637477876
"3040","Thu May 07 2020 09","right",856,"prototype1.png",65,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,65,13.4,5.68024370421955
"3041","Thu May 07 2020 09","left",1128,"prototype4.png",66,"1739",NA,NA,NA,1,"prototype","x",0,0,0,0,66,11.6483516483516,5.61619409757499
"3042","Thu May 07 2020 09","right",812,"p2sarrshacol2.png",67,"1739",NA,NA,NA,1,"sarrshacol","x",3,9.6,9.78947368421053,10.2222222222222,67,10.75,4.05355630049944
"3043","Thu May 07 2020 09","right",899,"p1sarr2.png",68,"1739",NA,NA,NA,1,"sarr","x",8,14.2,14.3684210526316,14.7777777777778,68,14.4301075268817,4.0416253980147
"3044","Thu May 07 2020 09","right",984,"p6sarr2.png",69,"1739",NA,NA,NA,1,"diffarr","x",12,16.2,17.6315789473684,17.8888888888889,69,16.3297872340426,3.8279905671515
"3045","Thu May 07 2020 09","right",710,"prototype2.png",70,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,70,10.5052631578947,4.63537205973144
"3046","Thu May 07 2020 09","right",739,"p1sarrshacol1.png",71,"1739",NA,NA,NA,1,"sarrshacol","x",5,13.2,13.3684210526316,13.8888888888889,71,13.5833333333333,4.6172825607292
"3047","Thu May 07 2020 09","right",891,"prototype1.png",72,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,72,13.1134020618557,5.73889559762263
"3048","Thu May 07 2020 09","right",904,"prototype5.png",73,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,73,11.0204081632653,5.49785261141474
"3049","Thu May 07 2020 09","right",800,"prototype3.png",74,"1739",NA,NA,NA,0,"prototype","x",0,0,0,0,74,11.9191919191919,5.8583217762615
