X,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cells_sum,count_famrecall,count_prestudy_sequence,count_study_response,count_test_response,date_startdate,date_starttime,multichar_knowresp,rtnr,p2dur,plc1,plc1c,plc1s,plc1sh,plc1x,plc1y,plc2,plc2c,plc2s,plc2sh,plc2x,plc2y,plc3,plc3c,plc3s,plc3sh,plc3x,plc3y,plc4,plc4c,plc4s,plc4sh,plc4x,plc4y,plc5,plc5c,plc5s,plc5sh,plc5x,plc5y,plcundefined,plcundefineds,plcundefinedsh,plcundefinedx,plcundefinedy,response_study_response,response_test_response,response_time_study_response,response_time_test_response,sessionid,stim,type,tq
142,0,1,4,3,0,2,5,0,0,5,0,19,59,79,13-10-23,17:01:51,hsinls,1,2120,cir0.png,0,1,cir,0,-120,tri0.png,0,1,tri,120,0,tri0.png,0,1,tri,-120,0,sqa0.png,0,1,sqa,120,-120,cir0.png,0,1,cir,-120,120,,NA,,NA,NA,left,left,747,880,1699891334881,p3sarrshacol4.png,sarrshacol,new
143,1,2,0,5,4,3,0,0,0,5,0,19,59,79,13-10-23,17:01:51,hsinls,2,2120,cir0.png,0,1,cir,-120,-120,cir0.png,0,1,cir,0,-120,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,0,0,sqa0.png,0,1,sqa,-120,0,,NA,,NA,NA,left,left,747,880,1699891334881,p3sarrshacol4.png,sarrshacol,new
144,0,3,5,2,4,1,0,0,0,5,0,19,59,79,13-10-23,17:01:51,hsinls,3,2120,sqa0.png,0,1,sqa,120,0,tri0.png,0,1,tri,-120,0,sqa0.png,0,1,sqa,0,-120,cir0.png,0,1,cir,0,0,cir0.png,0,1,cir,120,-120,,NA,,NA,NA,left,left,747,880,1699891334881,p3sarrshacol4.png,sarrshacol,new
145,0,1,4,0,3,5,0,2,0,5,0,19,59,79,13-10-23,17:01:51,hsinls,4,2120,tri0.png,0,1,tri,0,-120,sqa0.png,0,1,sqa,0,120,cir0.png,0,1,cir,0,0,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,120,0,,NA,,NA,NA,left,left,747,880,1699891334881,p3sarrshacol4.png,sarrshacol,new
287,0,5,1,0,2,4,3,0,0,5,0,19,59,79,12-10-23,21:08:13,gs16te,1,1062,tri2.png,2,1,tri,120,-120,sqa2.png,2,1,sqa,0,0,cir1.png,1,1,cir,-120,120,tri4.png,4,1,tri,120,0,sqa3.png,3,1,sqa,0,-120,,NA,,NA,NA,right,left,1293,1938,1699819775953,p3sarrshacol4.png,sarrshacol,new
288,0,5,0,4,2,3,1,0,0,5,0,19,59,79,12-10-23,21:08:13,gs16te,2,1062,cir1.png,1,1,cir,-120,120,tri2.png,2,1,tri,0,0,sqa6.png,6,1,sqa,120,0,cir2.png,2,1,cir,-120,0,tri4.png,4,1,tri,0,-120,sqa0.png,1,sqa,120,-120,right,left,1293,1938,1699819775953,p3sarrshacol4.png,sarrshacol,new
289,0,5,0,3,1,0,2,0,4,5,0,19,59,79,12-10-23,21:08:13,gs16te,3,1062,tri3.png,3,1,tri,0,0,sqa1.png,1,1,sqa,-120,120,sqa2.png,2,1,sqa,-120,0,cir1.png,1,1,cir,120,120,tri4.png,4,1,tri,0,-120,sqa0.png,1,sqa,120,-120,right,left,1293,1938,1699819775953,p3sarrshacol4.png,sarrshacol,new
290,0,0,1,4,3,2,0,0,5,5,0,19,59,79,12-10-23,21:08:13,gs16te,4,1062,sqa2.png,2,1,sqa,120,-120,sqa4.png,4,1,sqa,120,0,cir3.png,3,1,cir,0,0,tri1.png,1,1,tri,-120,0,cir1.png,1,1,cir,120,120,sqa0.png,1,sqa,120,-120,right,left,1293,1938,1699819775953,p3sarrshacol4.png,sarrshacol,new
432,0,4,3,0,1,5,0,2,0,5,0,19,59,79,02-10-23,14:01:27,q8zajp,1,2026,tri5.png,5,1,tri,0,0,sqa1.png,1,1,sqa,0,120,cir3.png,3,1,cir,120,-120,sqa1.png,1,1,sqa,0,-120,cir3.png,3,1,cir,120,0,,NA,,NA,NA,right,right,1146,974,1698930089257,p3sarrshacol4.png,sarrshacol,new
433,1,2,0,4,5,3,0,0,0,5,0,19,59,79,02-10-23,14:01:27,q8zajp,2,2026,cir3.png,3,1,cir,-120,-120,sqa3.png,3,1,sqa,0,-120,tri5.png,5,1,tri,120,0,cir6.png,6,1,cir,-120,0,sqa6.png,6,1,sqa,0,0,,NA,,NA,NA,right,right,1146,974,1698930089257,p3sarrshacol4.png,sarrshacol,new
434,0,3,1,2,0,5,4,0,0,5,0,19,59,79,02-10-23,14:01:27,q8zajp,3,2026,sqa4.png,4,1,sqa,120,-120,sqa4.png,4,1,sqa,-120,0,tri1.png,1,1,tri,0,-120,tri6.png,6,1,tri,-120,120,tri4.png,4,1,tri,120,0,,NA,,NA,NA,right,right,1146,974,1698930089257,p3sarrshacol4.png,sarrshacol,new
435,2,0,0,5,1,0,0,4,3,5,0,19,59,79,02-10-23,14:01:27,q8zajp,4,2026,tri5.png,5,1,tri,0,0,tri4.png,4,1,tri,-120,-120,tri1.png,1,1,tri,120,120,cir3.png,3,1,cir,0,120,sqa3.png,3,1,sqa,-120,0,,NA,,NA,NA,right,right,1146,974,1698930089257,p3sarrshacol4.png,sarrshacol,new
577,0,0,5,3,0,2,4,0,1,5,0,19,59,79,30-09-23,11:04:09,noe6ck,1,751,sqa0.png,0,1,sqa,120,120,tri0.png,0,1,tri,120,0,tri0.png,0,1,tri,-120,0,cir0.png,0,1,cir,-120,120,sqa0.png,0,1,sqa,120,-120,,NA,,NA,NA,right,right,984,2249,1698660323341,p3sarrshacol4.png,sarrshacol,new
578,0,0,3,0,4,2,5,1,0,5,0,19,59,79,30-09-23,11:04:09,noe6ck,2,751,sqa0.png,0,1,sqa,0,120,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,120,-120,tri0.png,0,1,tri,0,0,cir0.png,0,1,cir,-120,120,,NA,,NA,NA,right,right,984,2249,1698660323341,p3sarrshacol4.png,sarrshacol,new
579,3,0,0,1,2,4,5,0,0,5,0,19,59,79,30-09-23,11:04:09,noe6ck,3,751,sqa4.png,4,1,sqa,-120,0,cir0.png,0,1,cir,0,0,cir6.png,6,1,cir,-120,-120,sqa0.png,0,1,sqa,120,0,cir0.png,0,1,cir,-120,120,,NA,,NA,NA,right,right,984,2249,1698660323341,p3sarrshacol4.png,sarrshacol,new
580,0,0,2,4,3,5,1,0,0,5,0,19,59,79,30-09-23,11:04:09,noe6ck,4,751,cir0.png,0,1,cir,-120,120,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,0,0,tri0.png,0,1,tri,-120,0,sqa0.png,0,1,sqa,120,0,,NA,,NA,NA,right,right,984,2249,1698660323341,p3sarrshacol4.png,sarrshacol,new
867,1,0,2,3,0,4,0,5,0,5,0,19,59,79,21-09-23,12:16:08,cktdi9,1,1736,tri1.png,1,1,tri,-120,-120,sqa2.png,2,1,sqa,120,-120,cir3.png,3,1,cir,-120,0,cir1.png,1,1,cir,120,0,cir5.png,5,1,cir,0,120,,NA,,NA,NA,right,left,1375,1264,1697883398430,p3sarrshacol4.png,sarrshacol,new
868,1,0,0,5,3,0,0,4,2,5,0,19,59,79,21-09-23,12:16:08,cktdi9,2,1736,tri3.png,3,1,tri,-120,-120,cir2.png,2,1,cir,120,120,cir4.png,4,1,cir,0,0,sqa6.png,6,1,sqa,0,120,sqa2.png,2,1,sqa,-120,0,,NA,,NA,NA,right,left,1375,1264,1697883398430,p3sarrshacol4.png,sarrshacol,new
869,0,5,0,2,0,3,1,0,4,5,0,19,59,79,21-09-23,12:16:08,cktdi9,3,1736,cir3.png,3,1,cir,-120,120,cir1.png,1,1,cir,-120,0,tri3.png,3,1,tri,120,0,sqa2.png,2,1,sqa,120,120,cir5.png,5,1,cir,0,-120,,NA,,NA,NA,right,left,1375,1264,1697883398430,p3sarrshacol4.png,sarrshacol,new
870,1,2,0,4,3,0,0,5,0,5,0,19,59,79,21-09-23,12:16:08,cktdi9,4,1736,tri1.png,1,1,tri,-120,-120,tri5.png,5,1,tri,0,-120,cir6.png,6,1,cir,0,0,sqa5.png,5,1,sqa,-120,0,sqa6.png,6,1,sqa,0,120,,NA,,NA,NA,right,left,1375,1264,1697883398430,p3sarrshacol4.png,sarrshacol,new
1013,4,5,0,2,1,0,0,3,0,5,0,19,59,79,20-09-23,15:05:16,wqufrn,2,2180,tri3.png,3,1,tri,0,0,sqa2.png,2,1,sqa,-120,0,cir4.png,4,1,cir,0,120,sqa4.png,4,1,sqa,-120,-120,sqa3.png,3,1,sqa,0,-120,sqa0.png,1,sqa,0,0,right,left,754,820,1697807202151,p3sarrshacol4.png,sarrshacol,new
1014,0,2,4,0,3,1,0,5,0,5,0,19,59,79,20-09-23,15:05:16,wqufrn,3,2180,sqa4.png,4,1,sqa,120,0,cir1.png,1,1,cir,0,-120,tri3.png,3,1,tri,0,0,sqa1.png,1,1,sqa,120,-120,cir2.png,2,1,cir,0,120,sqa0.png,1,sqa,0,0,right,left,754,820,1697807202151,p3sarrshacol4.png,sarrshacol,new
1015,0,0,2,1,4,5,0,3,0,5,0,19,59,79,20-09-23,15:05:16,wqufrn,4,2180,tri1.png,1,1,tri,-120,0,sqa1.png,1,1,sqa,120,-120,cir4.png,4,1,cir,0,120,cir3.png,3,1,cir,0,0,sqa3.png,3,1,sqa,120,0,sqa0.png,1,sqa,0,0,right,left,754,820,1697807202151,p3sarrshacol4.png,sarrshacol,new
1302,2,0,3,5,0,1,4,0,0,5,0,19,59,79,16-09-23,21:02:51,vt3ydj,1,1744,tri6.png,6,1,tri,120,0,sqa5.png,5,1,sqa,-120,-120,tri3.png,3,1,tri,120,-120,sqa5.png,5,1,sqa,-120,120,cir1.png,1,1,cir,-120,0,,NA,,NA,NA,right,left,656,1256,1697483050272,p3sarrshacol4.png,sarrshacol,new
1303,0,5,4,2,0,1,3,0,0,5,0,19,59,79,16-09-23,21:02:51,vt3ydj,2,1744,tri4.png,4,1,tri,120,0,cir6.png,6,1,cir,-120,0,tri4.png,4,1,tri,-120,120,sqa4.png,4,1,sqa,120,-120,sqa4.png,4,1,sqa,0,-120,tri0.png,1,tri,120,0,right,left,656,1256,1697483050272,p3sarrshacol4.png,sarrshacol,new
1304,1,2,0,3,4,0,5,0,0,5,0,19,59,79,16-09-23,21:02:51,vt3ydj,3,1744,sqa6.png,6,1,sqa,-120,-120,sqa2.png,2,1,sqa,0,-120,cir5.png,5,1,cir,-120,0,cir4.png,4,1,cir,0,0,tri5.png,5,1,tri,-120,120,tri0.png,1,tri,120,0,right,left,656,1256,1697483050272,p3sarrshacol4.png,sarrshacol,new
1305,3,0,5,1,0,4,2,0,0,5,0,19,59,79,16-09-23,21:02:51,vt3ydj,4,1744,cir5.png,5,1,cir,-120,0,sqa1.png,1,1,sqa,-120,120,sqa1.png,1,1,sqa,-120,-120,tri3.png,3,1,tri,120,0,tri3.png,3,1,tri,120,-120,tri0.png,1,tri,120,0,right,left,656,1256,1697483050272,p3sarrshacol4.png,sarrshacol,new
1588,0,3,1,4,5,2,0,0,0,5,0,19,59,79,15-09-23,21:46:13,v5sueo,1,1531,cir0.png,0,1,cir,120,-120,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,0,-120,sqa0.png,0,1,sqa,-120,0,cir0.png,0,1,cir,0,0,,NA,,NA,NA,right,left,720,1469,1697399192103,p3sarrshacol4.png,sarrshacol,new
1589,0,5,0,0,1,3,0,4,2,5,0,19,59,79,15-09-23,21:46:13,v5sueo,2,1531,sqa0.png,0,1,sqa,0,0,cir0.png,0,1,cir,120,120,cir0.png,0,1,cir,120,0,sqa0.png,0,1,sqa,0,120,tri0.png,0,1,tri,0,-120,,NA,,NA,NA,right,left,720,1469,1697399192103,p3sarrshacol4.png,sarrshacol,new
1590,0,4,5,3,0,0,1,0,2,5,0,19,59,79,15-09-23,21:46:13,v5sueo,3,1531,tri0.png,0,1,tri,-120,120,cir0.png,0,1,cir,120,120,sqa0.png,0,1,sqa,-120,0,sqa0.png,0,1,sqa,0,-120,tri0.png,0,1,tri,120,-120,,NA,,NA,NA,right,left,720,1469,1697399192103,p3sarrshacol4.png,sarrshacol,new
1591,2,3,0,5,4,0,1,0,0,5,0,19,59,79,15-09-23,21:46:13,v5sueo,4,1531,sqa5.png,5,1,sqa,-120,120,sqa5.png,5,1,sqa,-120,-120,cir3.png,3,1,cir,0,-120,cir3.png,3,1,cir,0,0,sqa4.png,4,1,sqa,-120,0,cir0.png,1,cir,0,120,right,left,720,1469,1697399192103,p3sarrshacol4.png,sarrshacol,new
1734,0,0,2,5,3,4,1,0,0,5,0,19,59,79,15-09-23,18:50:11,iffzsd,2,1519,cir1.png,1,1,cir,-120,120,sqa4.png,4,1,sqa,120,-120,cir2.png,2,1,cir,0,0,tri3.png,3,1,tri,120,0,sqa4.png,4,1,sqa,-120,0,,NA,,NA,NA,right,left,1232,1481,1697388708316,p3sarrshacol4.png,sarrshacol,new
1735,0,0,5,3,4,2,0,1,0,5,0,19,59,79,15-09-23,18:50:11,iffzsd,3,1519,tri3.png,3,1,tri,0,120,tri4.png,4,1,tri,120,0,sqa5.png,5,1,sqa,-120,0,cir6.png,6,1,cir,0,0,sqa4.png,4,1,sqa,120,-120,,NA,,NA,NA,right,left,1232,1481,1697388708316,p3sarrshacol4.png,sarrshacol,new
1736,0,0,1,2,5,3,0,4,0,5,0,19,59,79,15-09-23,18:50:11,iffzsd,4,1519,cir6.png,6,1,cir,120,-120,sqa4.png,4,1,sqa,-120,0,tri2.png,2,1,tri,120,0,sqa3.png,3,1,sqa,0,120,tri4.png,4,1,tri,0,0,,NA,,NA,NA,right,left,1232,1481,1697388708316,p3sarrshacol4.png,sarrshacol,new
2019,1,4,0,3,5,2,0,0,0,5,0,19,59,79,11-09-23,17:03:10,f9w1z2,1,1210,tri1.png,1,1,tri,-120,-120,cir4.png,4,1,cir,120,0,tri3.png,3,1,tri,-120,0,cir1.png,1,1,cir,0,-120,sqa4.png,4,1,sqa,0,0,,NA,,NA,NA,right,left,899,1790,1697036663393,p3sarrshacol4.png,sarrshacol,new
2020,0,4,5,1,0,3,2,0,0,5,0,19,59,79,11-09-23,17:03:10,f9w1z2,2,1210,cir4.png,4,1,cir,-120,0,tri6.png,6,1,tri,-120,120,tri4.png,4,1,tri,120,0,cir1.png,1,1,cir,0,-120,sqa4.png,4,1,sqa,120,-120,,NA,,NA,NA,right,left,899,1790,1697036663393,p3sarrshacol4.png,sarrshacol,new
2021,0,3,5,0,1,2,0,4,0,5,0,19,59,79,11-09-23,17:03:10,f9w1z2,3,1210,tri6.png,6,1,tri,0,0,cir3.png,3,1,cir,120,0,tri5.png,5,1,tri,0,-120,cir3.png,3,1,cir,0,120,sqa6.png,6,1,sqa,120,-120,,NA,,NA,NA,right,left,899,1790,1697036663393,p3sarrshacol4.png,sarrshacol,new
2022,0,1,5,3,4,2,0,0,0,5,0,19,59,79,11-09-23,17:03:10,f9w1z2,4,1210,tri1.png,1,1,tri,0,-120,cir3.png,3,1,cir,120,0,cir5.png,5,1,cir,-120,0,sqa6.png,6,1,sqa,0,0,tri1.png,1,1,tri,120,-120,tri0.png,1,tri,-120,-120,right,left,899,1790,1697036663393,p3sarrshacol4.png,sarrshacol,new
2164,4,0,2,0,1,5,3,0,0,5,0,19,59,79,11-09-23,14:01:32,woproj,1,1645,sqa1.png,1,1,sqa,0,0,sqa3.png,3,1,sqa,120,-120,sqa1.png,1,1,sqa,-120,120,tri1.png,1,1,tri,-120,-120,sqa2.png,2,1,sqa,120,0,,NA,,NA,NA,left,left,743,1355,1697025756235,p3sarrshacol4.png,sarrshacol,new
2165,3,2,0,0,1,5,0,0,4,5,0,19,59,79,11-09-23,14:01:32,woproj,2,1645,sqa1.png,1,1,sqa,0,0,sqa2.png,2,1,sqa,0,-120,sqa3.png,3,1,sqa,-120,-120,tri4.png,4,1,tri,120,120,cir6.png,6,1,cir,120,0,sqa0.png,1,sqa,120,-120,left,left,743,1355,1697025756235,p3sarrshacol4.png,sarrshacol,new
2166,5,0,0,4,3,1,0,2,0,5,0,19,59,79,11-09-23,14:01:32,woproj,3,1645,sqa4.png,4,1,sqa,120,0,cir5.png,5,1,cir,0,120,sqa3.png,3,1,sqa,0,0,sqa6.png,6,1,sqa,-120,0,cir4.png,4,1,cir,-120,-120,sqa0.png,1,sqa,120,120,left,left,743,1355,1697025756235,p3sarrshacol4.png,sarrshacol,new
2167,0,0,5,1,0,2,3,0,4,5,0,19,59,79,11-09-23,14:01:32,woproj,4,1645,sqa6.png,6,1,sqa,-120,0,sqa2.png,2,1,sqa,120,0,tri1.png,1,1,tri,-120,120,sqa6.png,6,1,sqa,120,120,cir1.png,1,1,cir,120,-120,sqa0.png,1,sqa,120,120,left,left,743,1355,1697025756235,p3sarrshacol4.png,sarrshacol,new
2309,2,0,3,1,0,5,4,0,0,5,0,19,59,79,11-09-23,12:36:43,t7oifc,1,177,tri0.png,0,1,tri,-120,0,sqa5.png,5,1,sqa,-120,-120,sqa5.png,5,1,sqa,120,-120,cir4.png,4,1,cir,-120,120,cir4.png,4,1,cir,120,0,,NA,,NA,NA,right,left,1500,2823,1697020618677,p3sarrshacol4.png,sarrshacol,new
2310,3,0,0,1,0,5,4,0,2,5,0,19,59,79,11-09-23,12:36:43,t7oifc,2,177,tri0.png,0,1,tri,-120,0,sqa0.png,0,1,sqa,120,120,cir0.png,0,1,cir,-120,-120,tri0.png,0,1,tri,-120,120,sqa0.png,0,1,sqa,120,0,,NA,,NA,NA,right,left,1500,2823,1697020618677,p3sarrshacol4.png,sarrshacol,new
2311,1,0,2,0,0,4,0,5,3,5,0,19,59,79,11-09-23,12:36:43,t7oifc,3,177,tri0.png,0,1,tri,-120,-120,sqa0.png,0,1,sqa,120,-120,cir0.png,0,1,cir,120,120,tri0.png,0,1,tri,120,0,sqa0.png,0,1,sqa,0,120,,NA,,NA,NA,right,left,1500,2823,1697020618677,p3sarrshacol4.png,sarrshacol,new
2312,0,0,0,0,2,1,4,5,3,5,0,19,59,79,11-09-23,12:36:43,t7oifc,4,177,tri0.png,0,1,tri,120,0,tri0.png,0,1,tri,0,0,sqa0.png,0,1,sqa,120,120,sqa0.png,0,1,sqa,-120,120,sqa0.png,0,1,sqa,0,120,,NA,,NA,NA,right,left,1500,2823,1697020618677,p3sarrshacol4.png,sarrshacol,new
2454,3,4,0,1,2,5,0,0,0,5,0,19,59,79,11-09-23,11:55:55,p63v13,1,1362,cir6.png,6,1,cir,-120,0,sqa6.png,6,1,sqa,0,0,cir1.png,1,1,cir,-120,-120,sqa3.png,3,1,sqa,0,-120,tri2.png,2,1,tri,120,0,,NA,,NA,NA,left,down,1488,1638,1697018205909,p3sarrshacol4.png,sarrshacol,new
2455,4,3,1,5,2,0,0,0,0,5,0,19,59,79,11-09-23,11:55:55,p63v13,2,1362,tri3.png,3,1,tri,120,-120,sqa5.png,5,1,sqa,0,0,tri3.png,3,1,tri,0,-120,sqa5.png,5,1,sqa,-120,-120,cir4.png,4,1,cir,-120,0,tri0.png,1,tri,120,0,left,down,1488,1638,1697018205909,p3sarrshacol4.png,sarrshacol,new
2456,5,0,1,3,4,2,0,0,0,5,0,19,59,79,11-09-23,11:55:55,p63v13,3,1362,cir2.png,2,1,cir,120,-120,tri6.png,6,1,tri,120,0,cir5.png,5,1,cir,-120,0,sqa3.png,3,1,sqa,0,0,sqa1.png,1,1,sqa,-120,-120,cir0.png,1,cir,-120,0,left,down,1488,1638,1697018205909,p3sarrshacol4.png,sarrshacol,new
2457,0,3,5,1,4,2,0,0,0,5,0,19,59,79,11-09-23,11:55:55,p63v13,4,1362,cir0.png,0,1,cir,-120,0,tri0.png,0,1,tri,120,0,tri0.png,0,1,tri,0,-120,sqa0.png,0,1,sqa,0,0,tri0.png,0,1,tri,120,-120,sqa0.png,1,sqa,-120,-120,left,down,1488,1638,1697018205909,p3sarrshacol4.png,sarrshacol,new
2599,0,1,3,4,5,0,0,2,0,5,0,19,59,79,10-09-23,13:24:16,i73s61,1,0,tri0.png,0,1,tri,0,-120,cir0.png,0,1,cir,0,120,sqa0.png,0,1,sqa,120,-120,sqa0.png,0,1,sqa,-120,0,cir0.png,0,1,cir,0,0,,NA,,NA,NA,right,None,2211,3008,1696937147762,p3sarrshacol4.png,sarrshacol,new
2600,0,1,0,0,3,2,4,5,0,5,0,19,59,79,10-09-23,13:24:16,i73s61,2,0,tri0.png,0,1,tri,0,-120,sqa0.png,0,1,sqa,120,0,cir0.png,0,1,cir,0,0,sqa0.png,0,1,sqa,-120,120,cir0.png,0,1,cir,0,120,,NA,,NA,NA,right,None,2211,3008,1696937147762,p3sarrshacol4.png,sarrshacol,new
2601,5,2,0,0,3,0,0,1,4,5,0,19,59,79,10-09-23,13:24:16,i73s61,3,0,sqa5.png,5,1,sqa,0,120,tri3.png,3,1,tri,0,-120,sqa1.png,1,1,sqa,0,0,cir3.png,3,1,cir,120,120,sqa1.png,1,1,sqa,-120,-120,,NA,,NA,NA,right,None,2211,3008,1696937147762,p3sarrshacol4.png,sarrshacol,new
2602,5,1,0,0,3,2,4,0,0,5,0,19,59,79,10-09-23,13:24:16,i73s61,4,0,sqa1.png,1,1,sqa,0,-120,sqa5.png,5,1,sqa,120,0,sqa4.png,4,1,sqa,0,0,cir4.png,4,1,cir,-120,120,sqa4.png,4,1,sqa,-120,-120,,NA,,NA,NA,right,None,2211,3008,1696937147762,p3sarrshacol4.png,sarrshacol,new
2744,2,0,4,3,0,5,1,0,0,5,0,19,59,79,10-09-23,11:19:16,ge70df,1,1585,sqa0.png,0,1,sqa,-120,120,tri0.png,0,1,tri,-120,-120,cir0.png,0,1,cir,-120,0,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,120,0,,NA,,NA,NA,left,down,1575,1415,1696929563596,p3sarrshacol4.png,sarrshacol,new
2745,5,1,0,2,4,0,3,0,0,5,0,19,59,79,10-09-23,11:19:16,ge70df,2,1585,tri3.png,3,1,tri,0,-120,cir4.png,4,1,cir,-120,0,sqa1.png,1,1,sqa,-120,120,tri3.png,3,1,tri,0,0,tri1.png,1,1,tri,-120,-120,,NA,,NA,NA,left,down,1575,1415,1696929563596,p3sarrshacol4.png,sarrshacol,new
2746,0,3,0,1,0,2,5,0,4,5,0,19,59,79,10-09-23,11:19:16,ge70df,3,1585,tri5.png,5,1,tri,-120,0,sqa4.png,4,1,sqa,120,0,sqa1.png,1,1,sqa,0,-120,cir3.png,3,1,cir,120,120,cir4.png,4,1,cir,-120,120,,NA,,NA,NA,left,down,1575,1415,1696929563596,p3sarrshacol4.png,sarrshacol,new
2747,5,0,1,4,0,2,0,3,0,5,0,19,59,79,10-09-23,11:19:16,ge70df,4,1585,sqa1.png,1,1,sqa,120,-120,tri5.png,5,1,tri,120,0,cir1.png,1,1,cir,0,120,sqa4.png,4,1,sqa,-120,0,tri3.png,3,1,tri,-120,-120,,NA,,NA,NA,left,down,1575,1415,1696929563596,p3sarrshacol4.png,sarrshacol,new
3030,0,0,0,0,4,5,3,1,2,5,0,19,59,79,08-09-23,09:09:17,rpbafl,1,0,cir4.png,4,1,cir,0,120,tri5.png,5,1,tri,120,120,sqa4.png,4,1,sqa,-120,120,sqa5.png,5,1,sqa,0,0,cir1.png,1,1,cir,120,0,sqa0.png,1,sqa,0,-120,left,None,1436,3002,1696749005356,p3sarrshacol4.png,sarrshacol,new
3031,0,4,1,0,3,2,0,5,0,5,0,19,59,79,08-09-23,09:09:17,rpbafl,2,0,tri3.png,3,1,tri,120,-120,tri3.png,3,1,tri,120,0,cir1.png,1,1,cir,0,0,tri5.png,5,1,tri,0,-120,sqa5.png,5,1,sqa,0,120,sqa0.png,1,sqa,0,-120,left,None,1436,3002,1696749005356,p3sarrshacol4.png,sarrshacol,new
3032,0,0,0,2,5,0,1,4,3,5,0,19,59,79,08-09-23,09:09:17,rpbafl,3,0,sqa4.png,4,1,sqa,-120,120,sqa5.png,5,1,sqa,-120,0,cir3.png,3,1,cir,120,120,tri4.png,4,1,tri,0,120,tri1.png,1,1,tri,0,0,sqa0.png,1,sqa,0,-120,left,None,1436,3002,1696749005356,p3sarrshacol4.png,sarrshacol,new
3033,0,2,3,1,4,5,0,0,0,5,0,19,59,79,08-09-23,09:09:17,rpbafl,4,0,cir1.png,1,1,cir,-120,0,sqa5.png,5,1,sqa,0,-120,sqa4.png,4,1,sqa,120,-120,tri4.png,4,1,tri,0,0,tri4.png,4,1,tri,120,0,tri0.png,1,tri,0,120,left,None,1436,3002,1696749005356,p3sarrshacol4.png,sarrshacol,new
3175,4,2,0,1,3,5,0,0,0,5,0,19,59,79,07-09-23,14:00:58,k5e25s,1,488,cir0.png,0,1,cir,-120,0,sqa0.png,0,1,sqa,0,-120,sqa0.png,0,1,sqa,0,0,cir0.png,0,1,cir,-120,-120,tri0.png,0,1,tri,120,0,,NA,,NA,NA,left,right,2212,2512,1696680071863,p3sarrshacol4.png,sarrshacol,new
3176,5,0,0,2,0,1,4,0,3,5,0,19,59,79,07-09-23,14:00:58,k5e25s,2,488,tri0.png,0,1,tri,120,0,cir0.png,0,1,cir,-120,0,cir0.png,0,1,cir,120,120,tri0.png,0,1,tri,-120,120,tri0.png,0,1,tri,-120,-120,,NA,,NA,NA,left,right,2212,2512,1696680071863,p3sarrshacol4.png,sarrshacol,new
3177,3,0,0,4,2,0,5,1,0,5,0,19,59,79,07-09-23,14:00:58,k5e25s,3,488,sqa0.png,0,1,sqa,0,120,sqa0.png,0,1,sqa,0,0,tri0.png,0,1,tri,-120,-120,cir0.png,0,1,cir,-120,0,sqa0.png,0,1,sqa,-120,120,,NA,,NA,NA,left,right,2212,2512,1696680071863,p3sarrshacol4.png,sarrshacol,new
3178,5,3,1,4,0,0,2,0,0,5,0,19,59,79,07-09-23,14:00:58,k5e25s,4,488,tri0.png,0,1,tri,120,-120,tri0.png,0,1,tri,-120,120,sqa0.png,0,1,sqa,0,-120,tri0.png,0,1,tri,-120,0,tri0.png,0,1,tri,-120,-120,tri0.png,1,tri,120,120,left,right,2212,2512,1696680071863,p3sarrshacol4.png,sarrshacol,new
3320,0,2,0,1,5,3,4,0,0,5,0,19,59,79,07-09-23,12:03:00,i58hvn,1,1982,cir1.png,1,1,cir,-120,0,tri4.png,4,1,tri,0,-120,sqa1.png,1,1,sqa,120,0,tri4.png,4,1,tri,-120,120,sqa4.png,4,1,sqa,0,0,tri0.png,1,tri,-120,-120,left,left,741,1018,1696672996142,p3sarrshacol4.png,sarrshacol,new
3465,0,2,3,0,5,4,0,1,0,5,0,19,59,79,06-09-23,14:07:28,mrhaac,1,768,sqa1.png,1,1,sqa,0,120,sqa1.png,1,1,sqa,0,-120,tri3.png,3,1,tri,120,-120,tri3.png,3,1,tri,120,0,cir4.png,4,1,cir,0,0,,NA,,NA,NA,right,left,2210,2232,1696594062164,p3sarrshacol4.png,sarrshacol,new
3466,0,4,5,0,3,0,2,1,0,5,0,19,59,79,06-09-23,14:07:28,mrhaac,2,768,sqa0.png,0,1,sqa,0,120,tri0.png,0,1,tri,-120,120,cir0.png,0,1,cir,0,0,sqa0.png,0,1,sqa,0,-120,sqa0.png,0,1,sqa,120,-120,,NA,,NA,NA,right,left,2210,2232,1696594062164,p3sarrshacol4.png,sarrshacol,new
3468,4,0,5,0,3,0,1,0,2,5,0,19,59,79,06-09-23,14:07:28,mrhaac,4,768,cir0.png,0,1,cir,-120,120,cir0.png,0,1,cir,120,120,cir0.png,0,1,cir,0,0,cir0.png,0,1,cir,-120,-120,cir0.png,0,1,cir,120,-120,,NA,,NA,NA,right,left,2210,2232,1696594062164,p3sarrshacol4.png,sarrshacol,new
