"batchId","batchTitle","count_study_sequence","count_test_sequence","datetime","response","response_study_response","response_test_response","response_time","response_time_study_response","response_time_test_response","stim","studyResultId","workerId","type","tq","DTF","DTAF","DTAN","DTN_byPhase","DTN"
30,"krajcsi",43,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1179,1179,NA,"p3sarr2.png",274,"1705","sarr","study",5,12.2,13.8421052631579,14.2222222222222,14.4848484848485
30,"krajcsi",44,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",2798,2798,NA,"p2sarrsha1.png",274,"1705","sarrsha","study",4,9.8,9.63157894736842,10,11.969696969697
30,"krajcsi",45,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1565,1565,NA,"p4sarrsha1.png",274,"1705","sarrsha","study",5,11.8,12.2105263157895,12.6666666666667,13.4848484848485
30,"krajcsi",46,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1756,1756,NA,"p1sarrcol1.png",274,"1705","sarrcol","study",4,13,13.5789473684211,14.1111111111111,14.2020202020202
30,"krajcsi",47,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2069,2069,NA,"p1sarrsha2.png",274,"1705","sarrsha","study",4,13,13.5789473684211,14.2222222222222,14.2020202020202
30,"krajcsi",48,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1997,1997,NA,"p7sarr2.png",274,"1705","diffarr","study",15,16.4,15.7894736842105,16.3333333333333,16.7676767676768
30,"krajcsi",49,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1541,1541,NA,"p4sarr1.png",274,"1705","sarr","study",6,12,12.7368421052632,13.2222222222222,13.4848484848485
30,"krajcsi",50,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1128,1128,NA,"p10sarr1.png",274,"1705","diffarr","study",18,17.6,14.8421052631579,14.7777777777778,17.020202020202
30,"krajcsi",51,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",1261,1261,NA,"prototype3.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",52,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","None","",3006,3006,NA,"p1sarr1.png",274,"1705","sarr","study",8,13.8,13.7894736842105,14.3333333333333,14.2222222222222
30,"krajcsi",53,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2398,2398,NA,"p1sarrcol2.png",274,"1705","sarrcol","study",3,12.8,13.8421052631579,14.4444444444444,14.1515151515152
30,"krajcsi",54,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1334,1334,NA,"p2sarrcol2.png",274,"1705","sarrcol","study",2,9.8,10.7894736842105,11,12.1616161616162
30,"krajcsi",55,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",2066,2066,NA,"prototype4.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",56,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1384,1384,NA,"p2sarrshacol1.png",274,"1705","sarrshacol","study",2,9.4,9.8421052631579,10.4444444444444,11.9191919191919
30,"krajcsi",57,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1537,1537,NA,"prototype5.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",58,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",2136,2136,NA,"prototype2.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",59,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1348,1348,NA,"prototype5.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",60,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2939,2939,NA,"p1sarrshacol2.png",274,"1705","sarrshacol","study",3,12.8,13.3684210526316,13.7777777777778,13.979797979798
30,"krajcsi",61,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1231,1231,NA,"p2sarrcol1.png",274,"1705","sarrcol","study",2,10.4,10.5263157894737,11.2222222222222,12.2828282828283
30,"krajcsi",62,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2049,2049,NA,"p5sarr2.png",274,"1705","sarr","study",10,13,12.5263157894737,13.3333333333333,13.7373737373737
30,"krajcsi",63,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1220,1220,NA,"p10sarr2.png",274,"1705","diffarr","study",17,17.2,14.9473684210526,15.2222222222222,16.9090909090909
30,"krajcsi",64,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",1528,1528,NA,"prototype1.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",65,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",1026,1026,NA,"prototype4.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",66,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2118,2118,NA,"p2sarrshacol2.png",274,"1705","sarrshacol","study",3,9.6,9.78947368421053,10.2222222222222,11.959595959596
30,"krajcsi",67,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1425,1425,NA,"p1sarr2.png",274,"1705","sarr","study",8,14.2,14.3684210526316,14.7777777777778,14.6464646464646
30,"krajcsi",68,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2599,2599,NA,"p6sarr2.png",274,"1705","diffarr","study",12,16.2,17.6315789473684,17.8888888888889,16.4646464646465
30,"krajcsi",69,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",2256,2256,NA,"prototype2.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",70,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","right","",1679,1679,NA,"p1sarrshacol1.png",274,"1705","sarrshacol","study",5,13.2,13.3684210526316,13.8888888888889,14.0909090909091
30,"krajcsi",71,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",2654,2654,NA,"prototype1.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",72,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","None","",3012,3012,NA,"prototype5.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",73,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",1272,1272,NA,"prototype3.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",74,NA,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","",1442,1442,NA,"prototype2.png",274,"1705","prototype","study",0,0,0,0,0
30,"krajcsi",74,0,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2423,1442,2423,"p5sarrsha3.png",274,"1705","sarrsha","new",5,10,10.8421052631579,11.2222222222222,12.6666666666667
30,"krajcsi",74,1,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","left","None",3003,1442,3003,"p2sarrshacol1.png",274,"1705","sarrshacol","old",2,9.4,9.8421052631579,10.4444444444444,11.9191919191919
30,"krajcsi",74,2,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2481,1442,2481,"p4sarr4.png",274,"1705","sarr","new",9,13.6,13.0526315789474,13.2222222222222,14.2222222222222
30,"krajcsi",74,3,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1697,1442,1697,"p5sarrsha2.png",274,"1705","sarrsha","old",4,10.8,10.8947368421053,11.2222222222222,12.8686868686869
30,"krajcsi",74,4,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2932,1442,2932,"p7sarr2.png",274,"1705","diffarr","old",15,16.4,15.7894736842105,16.3333333333333,16.7676767676768
30,"krajcsi",74,5,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1472,1442,1472,"p1sarrsha4.png",274,"1705","sarrsha","new",4,12.6,13.3157894736842,13.8888888888889,14.020202020202
30,"krajcsi",74,6,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2257,1442,2257,"p3sarrcol2.png",274,"1705","sarrcol","old",3,12,12.2631578947368,12.7777777777778,14.2424242424242
30,"krajcsi",74,7,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2228,1442,2228,"p3sarrcol3.png",274,"1705","sarrcol","new",2,11.4,12.2105263157895,12.6666666666667,14.020202020202
30,"krajcsi",74,8,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2001,1442,2001,"p1sarrsha1.png",274,"1705","sarrsha","old",4,13,13.2105263157895,13.8888888888889,14.0505050505051
30,"krajcsi",74,9,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1270,1442,1270,"p4sarr1.png",274,"1705","sarr","old",6,12,12.7368421052632,13.2222222222222,13.4848484848485
30,"krajcsi",74,10,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1709,1442,1709,"p9sarr2.png",274,"1705","diffarr","old",15,21,15.2105263157895,15.8888888888889,20.040404040404
30,"krajcsi",74,11,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2583,1442,2583,"p1sarr2.png",274,"1705","sarr","old",8,14.2,14.3684210526316,14.7777777777778,14.6464646464646
30,"krajcsi",74,12,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1446,1442,1446,"p3sarrcol4.png",274,"1705","sarrcol","new",2,10.8,12.4736842105263,13.4444444444444,13.8282828282828
30,"krajcsi",74,13,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1990,1442,1990,"p2sarrshacol2.png",274,"1705","sarrshacol","old",3,9.6,9.78947368421053,10.2222222222222,11.959595959596
30,"krajcsi",74,14,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2904,1442,2904,"p6sarr1.png",274,"1705","diffarr","old",11,17.2,18.1578947368421,18.3333333333333,17.0505050505051
30,"krajcsi",74,15,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1088,1442,1088,"p4sarrshacol3.png",274,"1705","sarrshacol","new",4,11.8,11.8947368421053,12.6666666666667,13.3131313131313
30,"krajcsi",74,16,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",873,1442,873,"p4sarrshacol4.png",274,"1705","sarrshacol","new",3,11.2,11.7368421052632,12.2222222222222,13.2424242424242
30,"krajcsi",74,17,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1190,1442,1190,"p2sarrcol1.png",274,"1705","sarrcol","old",2,10.4,10.5263157894737,11.2222222222222,12.2828282828283
30,"krajcsi",74,18,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1997,1442,1997,"p1sarr4.png",274,"1705","sarr","new",8,13.4,14.6315789473684,15.1111111111111,14.3737373737374
30,"krajcsi",74,19,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1676,1442,1676,"p10sarr1.png",274,"1705","diffarr","old",18,17.6,14.8421052631579,14.7777777777778,17.020202020202
30,"krajcsi",74,20,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1829,1442,1829,"p8sarr3.png",274,"1705","diffarr","new",22,18.2,15.2631578947368,15.6666666666667,17.7777777777778
30,"krajcsi",74,21,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1312,1442,1312,"p9sarr4.png",274,"1705","diffarr","new",14,20.6,15.3684210526316,15.8888888888889,19.7575757575758
30,"krajcsi",74,22,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1936,1442,1936,"p5sarrcol2.png",274,"1705","sarrcol","old",4,11.2,11.5263157894737,11.8888888888889,13.1111111111111
30,"krajcsi",74,23,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2347,1442,2347,"p7sarr4.png",274,"1705","diffarr","new",17,18,15.9473684210526,16.3333333333333,17.2828282828283
30,"krajcsi",74,24,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1774,1442,1774,"p3sarrsha3.png",274,"1705","sarrsha","new",3,11.2,11.3684210526316,12.2222222222222,13.8282828282828
30,"krajcsi",74,25,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2304,1442,2304,"p8sarr4.png",274,"1705","diffarr","new",22,18.8,15.1052631578947,15.6666666666667,17.8686868686869
30,"krajcsi",74,26,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2318,1442,2318,"p2sarrshacol4.png",274,"1705","sarrshacol","new",4,10.2,10,10.3333333333333,12.1818181818182
30,"krajcsi",74,27,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",816,1442,816,"p4sarrshacol1.png",274,"1705","sarrshacol","old",3,11.4,12.0526315789474,12.6666666666667,13.3535353535354
30,"krajcsi",74,28,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1696,1442,1696,"p1sarrshacol3.png",274,"1705","sarrshacol","new",4,13,13.4736842105263,14.1111111111111,14.040404040404
30,"krajcsi",74,29,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",881,1442,881,"p2sarrsha1.png",274,"1705","sarrsha","old",4,9.8,9.63157894736842,10,11.969696969697
30,"krajcsi",74,30,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2920,1442,2920,"p3sarr2.png",274,"1705","sarr","old",5,12.2,13.8421052631579,14.2222222222222,14.4848484848485
30,"krajcsi",74,31,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2372,1442,2372,"p3sarrshacol3.png",274,"1705","sarrshacol","new",5,11.6,11.6315789473684,12.1111111111111,13.9090909090909
30,"krajcsi",74,32,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1055,1442,1055,"p2sarrcol4.png",274,"1705","sarrcol","new",2,10.4,10.4736842105263,10.8888888888889,12.3232323232323
30,"krajcsi",74,33,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2347,1442,2347,"p5sarrcol1.png",274,"1705","sarrcol","old",3,10.6,11.6842105263158,12.1111111111111,13.0505050505051
30,"krajcsi",74,34,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2110,1442,2110,"p8sarr2.png",274,"1705","diffarr","old",21,18.6,15.2631578947368,15.2222222222222,17.979797979798
30,"krajcsi",74,35,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1797,1442,1797,"p5sarr3.png",274,"1705","sarr","new",7,11.6,12.0526315789474,12.5555555555556,13.0505050505051
30,"krajcsi",74,36,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1749,1442,1749,"p7sarr1.png",274,"1705","diffarr","old",17,17.8,15.8421052631579,16.8888888888889,17.1919191919192
30,"krajcsi",74,37,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",1472,1442,1472,"p1sarrcol4.png",274,"1705","sarrcol","new",5,14,13.8421052631579,14.4444444444444,14.7676767676768
30,"krajcsi",74,38,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1435,1442,1435,"p3sarrsha4.png",274,"1705","sarrsha","new",4,11.6,11.6842105263158,12,13.8888888888889
30,"krajcsi",74,39,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1309,1442,1309,"p3sarr1.png",274,"1705","sarr","old",7,12.6,13.4210526315789,13.4444444444444,14.3535353535354
30,"krajcsi",74,40,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1581,1442,1581,"p2sarrsha3.png",274,"1705","sarrsha","new",5,10,9.8421052631579,10.4444444444444,12
30,"krajcsi",74,41,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2601,1442,2601,"p9sarr3.png",274,"1705","diffarr","new",17,21.6,15.1578947368421,15.2222222222222,20.1111111111111
30,"krajcsi",74,42,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2058,1442,2058,"p10sarr4.png",274,"1705","diffarr","new",17,17.6,14.7894736842105,15.7777777777778,17.0505050505051
30,"krajcsi",74,43,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2632,1442,2632,"p4sarrcol1.png",274,"1705","sarrcol","old",4,12.6,12.6315789473684,13.5555555555556,13.9393939393939
30,"krajcsi",74,44,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2907,1442,2907,"p5sarrshacol4.png",274,"1705","sarrshacol","new",2,9.6,10.7368421052632,11.2222222222222,12.5858585858586
30,"krajcsi",74,45,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2112,1442,2112,"p3sarr3.png",274,"1705","sarr","new",8,13.2,13.3157894736842,13.6666666666667,14.4848484848485
30,"krajcsi",74,46,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","left","None",3011,1442,3011,"p2sarr3.png",274,"1705","sarr","new",10,11.8,11.3157894736842,11.2222222222222,12.8888888888889
30,"krajcsi",74,47,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2716,1442,2716,"p4sarr2.png",274,"1705","sarr","old",4,12,13.2631578947368,13.7777777777778,13.6464646464646
30,"krajcsi",74,48,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1403,1442,1403,"p2sarrshacol3.png",274,"1705","sarrshacol","new",4,9.8,10.2105263157895,10.5555555555556,12.1212121212121
30,"krajcsi",74,49,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2629,1442,2629,"p2sarrcol2.png",274,"1705","sarrcol","old",2,9.8,10.7894736842105,11,12.1616161616162
30,"krajcsi",74,50,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1340,1442,1340,"p4sarrsha3.png",274,"1705","sarrsha","new",4,11.8,12.2631578947368,12.7777777777778,13.5050505050505
30,"krajcsi",74,51,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","left","None",3005,1442,3005,"p4sarrsha1.png",274,"1705","sarrsha","old",5,11.8,12.2105263157895,12.6666666666667,13.4848484848485
30,"krajcsi",74,52,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1184,1442,1184,"p5sarrshacol3.png",274,"1705","sarrshacol","new",5,10.8,11,11.4444444444444,12.8686868686869
30,"krajcsi",74,53,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2572,1442,2572,"p5sarrshacol2.png",274,"1705","sarrshacol","old",3,10.6,10.8421052631579,11.1111111111111,12.7777777777778
30,"krajcsi",74,54,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1333,1442,1333,"p1sarrsha3.png",274,"1705","sarrsha","new",4,12.8,13.6842105263158,14.3333333333333,14.0808080808081
30,"krajcsi",74,55,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1298,1442,1298,"p3sarrshacol2.png",274,"1705","sarrshacol","old",3,11.4,11.4736842105263,11.8888888888889,13.7777777777778
30,"krajcsi",74,56,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1255,1442,1255,"p10sarr2.png",274,"1705","diffarr","old",17,17.2,14.9473684210526,15.2222222222222,16.9090909090909
30,"krajcsi",74,57,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",873,1442,873,"p5sarrcol3.png",274,"1705","sarrcol","new",3,11.2,11.4736842105263,11.8888888888889,13.2222222222222
30,"krajcsi",74,58,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",1901,1442,1901,"p5sarr4.png",274,"1705","sarr","new",9,12.8,12.8947368421053,13.3333333333333,13.5555555555556
30,"krajcsi",74,59,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2681,1442,2681,"p3sarrsha1.png",274,"1705","sarrsha","old",4,11.6,11.8421052631579,12.3333333333333,13.979797979798
30,"krajcsi",74,60,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",980,1442,980,"p5sarr1.png",274,"1705","sarr","old",6,12.2,12.4210526315789,12.6666666666667,13.3232323232323
30,"krajcsi",74,61,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2203,1442,2203,"p1sarrcol2.png",274,"1705","sarrcol","old",3,12.8,13.8421052631579,14.4444444444444,14.1515151515152
30,"krajcsi",74,62,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",1844,1442,1844,"p6sarr4.png",274,"1705","diffarr","new",12,16.8,17.7894736842105,17.8888888888889,16.9090909090909
30,"krajcsi",74,63,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","left","None",3009,1442,3009,"p6sarr3.png",274,"1705","diffarr","new",11,16.6,17.8421052631579,18.2222222222222,16.8181818181818
30,"krajcsi",74,64,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2931,1442,2931,"p4sarr3.png",274,"1705","sarr","new",5,11,13.3157894736842,13.8888888888889,13.3232323232323
30,"krajcsi",74,65,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1937,1442,1937,"p1sarrsha2.png",274,"1705","sarrsha","old",4,13,13.5789473684211,14.2222222222222,14.2020202020202
30,"krajcsi",74,66,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1185,1442,1185,"p2sarrsha4.png",274,"1705","sarrsha","new",4,10,10.1052631578947,10.4444444444444,12.030303030303
30,"krajcsi",74,67,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1123,1442,1123,"p3sarrcol1.png",274,"1705","sarrcol","old",3,11.6,12.4736842105263,12.8888888888889,14.2323232323232
30,"krajcsi",74,68,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1665,1442,1665,"p2sarrsha2.png",274,"1705","sarrsha","old",5,9.4,10,10.4444444444444,11.9292929292929
30,"krajcsi",74,69,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",1752,1442,1752,"p6sarr2.png",274,"1705","diffarr","old",12,16.2,17.6315789473684,17.8888888888889,16.4646464646465
30,"krajcsi",74,70,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2251,1442,2251,"p1sarrshacol2.png",274,"1705","sarrshacol","old",3,12.8,13.3684210526316,13.7777777777778,13.979797979798
30,"krajcsi",74,71,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1359,1442,1359,"p4sarrsha2.png",274,"1705","sarrsha","old",4,11.6,11.8421052631579,12.2222222222222,13.4141414141414
30,"krajcsi",74,72,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1231,1442,1231,"p2sarrcol3.png",274,"1705","sarrcol","new",4,11.2,11.1052631578947,11.2222222222222,12.7272727272727
30,"krajcsi",74,73,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1946,1442,1946,"p4sarrcol2.png",274,"1705","sarrcol","old",4,12,12.7368421052632,13.1111111111111,13.7777777777778
30,"krajcsi",74,74,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1582,1442,1582,"p5sarrsha4.png",274,"1705","sarrsha","new",4,10.8,10.7368421052632,11.2222222222222,12.7474747474747
30,"krajcsi",74,75,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1278,1442,1278,"p4sarrcol3.png",274,"1705","sarrcol","new",4,12.4,12.6315789473684,13.4444444444444,13.8585858585859
30,"krajcsi",74,76,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",1508,1442,1508,"p2sarr2.png",274,"1705","sarr","old",8,10.2,11.4736842105263,11.7777777777778,12.2525252525253
30,"krajcsi",74,77,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","None","left","None",3017,1442,3017,"p5sarr2.png",274,"1705","sarr","old",10,13,12.5263157894737,13.3333333333333,13.7373737373737
30,"krajcsi",74,78,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1999,1442,1999,"p7sarr3.png",274,"1705","diffarr","new",16,18,15.7368421052632,16.2222222222222,17.3333333333333
30,"krajcsi",74,79,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1937,1442,1937,"p5sarrcol4.png",274,"1705","sarrcol","new",4,11.4,11.4736842105263,12,13.2323232323232
30,"krajcsi",74,80,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",2706,1442,2706,"p10sarr3.png",274,"1705","diffarr","new",18,17.8,14.8421052631579,15.3333333333333,17.1313131313131
30,"krajcsi",74,81,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1151,1442,1151,"p9sarr1.png",274,"1705","diffarr","old",18,20.6,15.1578947368421,15.5555555555556,19.7979797979798
30,"krajcsi",74,82,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","left","left","left",2654,1442,2654,"p1sarrcol3.png",274,"1705","sarrcol","new",4,14,14,14.4444444444444,14.6262626262626
30,"krajcsi",74,83,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1023,1442,1023,"p4sarrsha4.png",274,"1705","sarrsha","new",5,12,12,12.3333333333333,13.4646464646465
30,"krajcsi",74,84,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",1026,1442,1026,"p4sarrshacol2.png",274,"1705","sarrshacol","old",3,11.2,12.2631578947368,12.6666666666667,13.3131313131313
30,"krajcsi",74,85,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","right","left","right",985,1442,985,"p3sarr4.png",274,"1705","sarr","new",5,12,13.4736842105263,13.7777777777778,14.2020202020202
30,"krajcsi",74,86,"Tue May 05 2020 14:03:38 GMT+0200 (közép-európai nyári idő)","down","left","down",2613,1442,2613,"p2sarr1.png",274,"1705","sarr","old",9,11,11.2105263157895,11.5555555555556,12.6262626262626
