acc,accuracy,average_response_time,avg_rt,background,bidi,browser_codename,browser_name,browser_version,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_number_input_1,correct_study_response,count_end,count_experiment,count_famrecall,count_get_input_loop_1,count_get_input_sequence_1,count_init_1,count_neptun_textinput,count_number_input_1,count_osweb,count_prestudy,count_prestudy_isi,count_prestudy_sequence,count_prestudy_stimpres,count_process_input_1,count_recall,count_recallcounter,count_recalltest_start,count_show_input_1,count_start,count_study,count_study_getresptime,count_study_isi,count_study_logger,count_study_response,count_study_sequence,count_study_start,count_study_stimp2,count_study_stimpres,count_test,count_test_start,count_textinp_1,date_startdate,date_startdateUTC,date_starttime,datetime,description,disable_garbage_collection,empty_column,experiment_debug,experiment_parameters,experiment_path,experiment_pilot,experiment_taskname,experiment_taskversion,fampict,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,jatosStudyResultId,jatosVersion,keyboard_backend,mouse_backend,multichar_knowresp,opensesame_codename,opensesame_version,p2dur,penwidth,repeat_cycle,response,response_number_input_1,response_start,response_study_response,response_study_start,response_time,response_time_number_input_1,response_time_start,response_time_study_response,response_time_study_start,round_decimals,rtnr,sampler_backend,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stim,subject_nr,subject_parity,system_os,time_famrecall,time_get_input_loop_1,time_init_1,time_number_input_1,time_prestudy,time_prestudy_isi,time_prestudy_stimpres,time_process_input_1,time_show_input_1,time_start,time_study,time_study_getresptime,time_study_isi,time_study_logger,time_study_response,time_study_start,time_study_stimp2,time_study_stimpres,time_test,time_textinp_1,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
0,0,1039,1039,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,34,34,34,34,34,0,34,34,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1360,1,0,left,enter,enter,left,enter,1640,4810,1507,1640,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype4.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,267900,269267,270783,266253,107455,267901,266253,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,64429,62,yes,1366
0,0,1038,1038,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,35,35,35,35,35,0,35,35,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2006,1,0,right,enter,enter,right,enter,994,4810,1507,994,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p4sarrcol2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,271783,273800,275316,270787,107455,271784,270787,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,65423,63,yes,1366
0,0,1041,1041,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,36,36,36,36,36,0,36,36,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1827,1,0,right,enter,enter,right,enter,1173,4810,1507,1173,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p2sarrsha2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,276500,278333,279850,275320,107455,276500,275320,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,66596,64,yes,1366
0,0,1054,1054,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,37,37,37,37,37,0,37,37,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1080,1,0,left,enter,enter,left,enter,1920,4810,1507,1920,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,281783,282866,284383,279853,107455,281783,279853,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,68516,65,yes,1366
0,0,1084,1084,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,38,38,38,38,38,0,38,38,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,0,1,0,None,enter,enter,None,enter,3012,4810,1507,3012,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p3sarrshacol1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,287400,287401,288916,284387,107455,287400,284387,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,71528,66,yes,1366
0,0,1081,1081,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,39,39,39,39,39,0,39,39,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2107,1,0,right,enter,enter,right,enter,893,4810,1507,893,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p3sarrsha1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,289816,291933,293449,288920,107455,289817,288920,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,72421,67,yes,1366
0,0,1093,1093,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,40,40,40,40,40,0,40,40,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1103,1,0,left,enter,enter,left,enter,1897,4810,1507,1897,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,295366,296483,297999,293452,107455,295366,293452,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,74318,68,yes,1366
0,0,1099,1099,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,41,41,41,41,41,0,41,41,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1470,1,0,right,enter,enter,right,enter,1530,4810,1507,1530,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p4sarr1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,299549,301033,302549,298003,107455,299549,298003,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,75848,69,yes,1366
0,0,1126,1126,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,42,42,42,42,42,0,42,42,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,60,1,0,right,enter,enter,right,enter,2940,4810,1507,2940,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,305499,305566,307082,302553,107455,305499,302553,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,78788,70,yes,1366
0,0,1118,1118,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,43,43,43,43,43,0,43,43,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2385,1,0,right,enter,enter,right,enter,615,4810,1507,615,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p8sarr1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,307715,310116,311632,307086,107455,307716,307086,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,79403,71,yes,1366
0,0,1126,1126,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,44,44,44,44,44,0,44,44,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1350,1,0,left,enter,enter,left,enter,1650,4810,1507,1650,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,313299,314665,316182,311635,107455,313299,311635,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,81053,72,yes,1366
0,0,1120,1120,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,45,45,45,45,45,0,45,45,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2269,1,0,right,enter,enter,right,enter,731,4810,1507,731,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p6sarr1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,316932,319215,320732,316186,107455,316932,316186,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,81784,73,yes,1366
0,0,1118,1118,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,46,46,46,46,46,0,46,46,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2043,1,0,right,enter,enter,right,enter,957,4810,1507,957,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p1sarr1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,321698,323749,325265,320736,107455,321699,320736,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,82741,74,yes,1366
0,0,1123,1123,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,47,47,47,47,47,0,47,47,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1488,1,0,right,enter,enter,right,enter,1512,4810,1507,1512,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p1sarrshacol2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,326782,328282,329798,325269,107455,326782,325269,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,84253,75,yes,1366
0,0,1117,1117,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,48,48,48,48,48,0,48,48,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2381,1,0,right,enter,enter,right,enter,619,4810,1507,619,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,330432,332815,334332,329802,107455,330432,329802,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,84872,76,yes,1366
0,0,1116,1116,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,49,49,49,49,49,0,49,49,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1978,1,0,right,enter,enter,right,enter,1022,4810,1507,1022,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p1sarrsha1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,335365,337348,338865,334335,107455,335365,334335,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,85894,77,yes,1366
0,0,1122,1122,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,50,50,50,50,50,0,50,50,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1400,1,0,right,enter,enter,right,enter,1600,4810,1507,1600,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p2sarrsha1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,340481,341898,343415,338869,107455,340482,338869,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,87494,78,yes,1366
0,0,1128,1128,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,51,51,51,51,51,0,51,51,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1364,1,0,right,enter,enter,right,enter,1636,4810,1507,1636,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,345065,346431,347948,343417,107455,345065,343417,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,89130,79,yes,1366
0,0,1133,1133,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,52,52,52,52,52,0,52,52,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1459,1,0,left,enter,enter,left,enter,1541,4810,1507,1541,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p1sarrcol2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,349498,350965,352481,347952,107455,349498,347952,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,90671,80,yes,1366
0,0,1133,1133,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,53,53,53,53,53,0,53,53,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1935,1,0,right,enter,enter,right,enter,1065,4810,1507,1065,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p1sarrsha2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,353564,355514,357031,352484,107455,353565,352484,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,91736,81,yes,1366
0,0,1131,1131,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,54,54,54,54,54,0,54,54,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,2014,1,0,right,enter,enter,right,enter,986,4810,1507,986,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p4sarrshacol1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,358031,360048,361564,357035,107455,358032,357035,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,92722,82,yes,1366
0,0,1148,1148,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,55,55,55,55,55,0,55,55,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,443,1,0,right,enter,enter,right,enter,2557,4810,1507,2557,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p3sarrcol1.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,364131,364581,366097,361568,107455,364131,361568,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,95279,83,yes,1366
0,0,1153,1153,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,56,56,56,56,56,0,56,56,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,1441,1,0,right,enter,enter,right,enter,1559,4810,1507,1559,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,p3sarrshacol2.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,367664,369114,370631,366102,107455,367664,366102,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,96838,84,yes,1366
0,0,1164,1164,white,no,Mozilla,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",xpyriment,legacy,legacy,0,uniform,,,,0,0,0,0,26,0,0,26,0,0,19,19,19,26,0,0,0,26,0,0,57,57,57,57,57,0,57,57,0,0,0,11-09-23,11-09-23,16:03:24,Wed Oct 11 2023 16:03:24 GMT+0200 (közép-európai nyári idő),The main experiment item,yes,,0,0,C:\Users\zymotik\Documents\!research\GNET,0,0,0,prototype4.png,no,mono,no,18,no,black,no,no,768,2100,3.5.8,legacy,xpyriment,ifcozf,osweb,1.4.0,877,1,0,left,enter,enter,left,enter,2123,4810,1507,2123,4534,2,0,legacy,1040,2560,24,1080,24,0,0,2560,1697033063984,1024,2,48000,-16,experiment,prototype3.png,0,even,Win32,80,80,64,10459,80,105937,102921,15273,10459,15274,80,372764,373647,375164,370634,107455,372764,370634,80,15273,GNET_4stim_recallt_idinput_-_STUDY,0,98961,85,yes,1366
